Year,State,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
2007,XX,209455667.468,27081653.0,431542362.77,147236971.51,1418158.67
2008,AK,990377.5,17623.0,1794385.1300000001,1790478.5300000003,3906.6
2008,AL,1456762.0,34120.0,2785590.03,2667441.1100000003,118148.92000000001
2008,AR,2065217.884,31661.0,1486121.85,1423593.6600000001,62528.19
2008,CA,15024607.23,168474.0,46155275.43,45554601.989999995,600673.4400000001
2008,CO,5691798.3,85461.0,5501953.66,5483011.619999999,18942.04
2008,CT,5852982.0,109035.0,7751754.090000001,7725758.74,25995.35
2008,DC,602884.0,10482.0,508938.29999999993,504801.74,4136.56
2008,DE,5930619.0,83797.0,4702497.1,4545434.609999999,157062.49000000002
2008,FL,14414010.0,188235.0,8882926.95,8847297.91,35629.04
2008,GA,4469904.0,70225.0,2725420.46,2704278.37,21142.09
2008,HI,1222733.0,12317.0,1806685.42,1805456.9700000002,1228.45
2008,IA,1863933.0,27251.0,1657201.86,1608303.4700000002,48898.39000000001
2008,ID,835188.0,12281.0,1161421.8900000001,1156046.23,5375.66
2008,IL,2987874.0,39862.0,2469061.39,2452255.56,16805.83
2008,IN,4043584.0,47897.0,6182057.63,6091390.32,90667.31
2008,KS,1874832.4,24235.0,3021176.49,2951868.79,69307.7
2008,KY,4147995.0,70527.0,4187404.9299999997,4161462.4799999995,25942.45
2008,LA,3664818.0,66867.0,7134232.91,7033368.050000001,100864.86
2008,MA,12338258.0,194396.0,7643526.04,7535364.51,108161.53
2008,MD,1500085.026,29574.0,1164614.2600000002,1154723.0,9891.259999999998
2008,ME,5760230.0,68054.0,2403738.67,2270404.09,133334.58000000002
2008,MI,1098834.0,13036.0,1453723.6800000002,1355129.01,98594.67
2008,MN,2533971.5,37699.0,1622374.6700000002,1603179.87,19194.8
2008,MO,9724130.2,123511.0,13746232.08,13550784.0,195448.08000000002
2008,MS,769793.0,22222.0,719229.19,706635.2100000001,12593.98
2008,MT,1189241.0,16299.0,1569193.1800000002,1529214.0,39979.18
2008,NC,20795290.437,300606.0,17016702.509999998,16527560.25,489142.26
2008,ND,338140.0,6281.0,328365.4,322181.64,6183.759999999999
2008,NE,1343921.0,20952.0,1599563.53,1586169.45,13394.08
2008,NH,2084436.0,37792.0,2317555.66,2298170.1500000004,19385.51
2008,NJ,7143522.2,110982.0,12395438.73,12259396.28,136042.45
2008,NM,108222.0,2044.0,46034.62,45448.55,586.07
2008,NV,2493001.0,26182.0,3445841.01,3437477.2199999997,8363.79
2008,NY,25480158.057,295774.0,40973228.260000005,40896865.55,76362.70999999999
2008,OH,7900286.0,134612.0,8442592.3,8438388.530000001,4203.77
2008,OK,3828451.5,60124.0,7723666.01,7680062.340000001,43603.67
2008,OR,2458901.91,29598.0,2343732.83,2257767.65,85965.18000000001
2008,PA,6822092.4,96947.0,2866100.2399999998,2593893.75,272206.49
2008,RI,873010.0,12961.0,142127.07,135605.32,6521.75
2008,SC,4039151.0,64932.0,3402834.54,3377384.74,25449.799999999996
2008,SD,539571.0,8122.0,752673.22,744096.31,8576.91
2008,TN,10318129.0,166723.0,10378039.61,10301350.76,76688.85
2008,TX,2031369.0,19409.0,7264727.930000001,7230391.93,34336.0
2008,UT,2956144.5,50456.0,4919966.13,4916857.9799999995,3108.15
2008,VA,2396234.1,37554.0,2611011.28,2554944.16,56067.119999999995
2008,VT,550765.0,7532.0,497742.80000000005,493470.39,4272.41
2008,WA,11346947.5,150971.0,8332585.25,8263420.63,69164.62
2008,WI,11970488.5,160914.0,12364573.05,11971429.58,393143.47000000003
2008,WV,5275521.437,66473.0,4854458.48,4817510.41,36948.07
2008,WY,156582.0,2939.0,73979.02,72167.33,1811.6899999999998
2008,XX,247081364.74199998,3495850.0,297889936.01,293902569.19,3987366.8200000003
2009,AK,1009249.0,18453.0,2286563.0,2272817.66,13745.34
2009,AL,1665937.0,39382.0,3243454.76,3161486.42,81968.34
2009,AR,2075317.1439999999,32201.0,1593440.2800000003,1526836.01,66604.27
2009,CA,15596318.251,169913.0,44167491.870000005,43886102.31,281389.56
2009,CO,6837024.0,102552.0,7019867.6,6996292.3100000005,23575.29
2009,CT,6708538.25,128468.0,10518448.34,10437797.52,80650.82
2009,DC,590918.0,10062.0,493641.39999999997,492034.7,1606.7
2009,DE,7037330.0,98377.0,5136928.640000001,4960425.51,176503.13
2009,FL,17770884.35,219153.0,10451727.95,10426305.96,25421.99
2009,GA,5033386.0,71584.0,4764720.53,4710813.89,53906.64
2009,HI,118010.0,1473.0,170400.52999999997,168706.82,1693.71
2009,IA,2034571.001,28757.0,1522366.1800000002,1472839.98,49526.2
2009,ID,1071186.0,15217.0,1445113.51,1429417.97,15695.539999999999
2009,IL,3494171.0,45825.0,2958988.65,2939269.9299999997,19718.72
2009,IN,4408897.0,52401.0,7027750.9,6951400.76,76350.14
2009,KS,2133532.86,27421.0,3698594.84,3605280.2299999995,93314.61
2009,KY,5103670.3,81208.0,5042983.84,5028687.620000001,14296.22
2009,LA,4104083.0,73864.0,8496137.19,8325496.74,170640.45
2009,MA,12857114.0,204708.0,7655892.82,7617187.0,38705.82
2009,MD,1509949.056,30564.0,2414103.84,2405502.69,8601.15
2009,ME,6349989.3,74105.0,3059794.16,2891011.5,168782.66
2009,MI,1093919.4,12605.0,1561044.3800000001,1441742.21,119302.17
2009,MN,2994519.1,42310.0,1973911.21,1960874.42,13036.789999999999
2009,MO,8552662.131000001,109307.0,13737083.65,13566515.59,170568.06
2009,MS,898051.0,25096.0,934808.68,915061.05,19747.63
2009,MT,1307756.0,17490.0,1722733.5599999998,1676533.1600000001,46200.399999999994
2009,NC,22511230.950000003,331469.0,19862109.04,19210453.16,651655.88
2009,ND,396045.0,7067.0,394708.26,386495.77,8212.49
2009,NE,1334585.125,23590.0,1843946.1,1824400.24,19545.86
2009,NH,2476418.4,45730.0,2682851.31,2656436.27,26415.04
2009,NJ,7768692.064,122028.0,15467877.31,15284130.6,183746.71
2009,NM,89590.0,1781.0,24433.059999999998,24071.690000000002,361.37
2009,NV,2428734.0,27228.0,3445662.28,3433631.0,12031.279999999999
2009,NY,34748797.695,425372.0,58206416.94,58111449.97,94966.97
2009,OH,9998818.6,166710.0,11517052.55,11510040.510000002,7012.04
2009,OK,4170059.4,63789.0,7852272.5,7816507.12,35765.380000000005
2009,OR,2572032.0,31974.0,2637477.7299999995,2546044.15,91433.57999999999
2009,PA,7645625.0,107295.0,3476088.01,3082625.61,393462.4
2009,RI,464851.0,7408.0,51257.71,43959.159999999996,7298.549999999999
2009,SC,3495879.7,51229.0,3875953.34,3833725.38,42227.96
2009,SD,535938.0,8169.0,926947.5800000001,919678.84,7268.74
2009,TN,11179524.2,189800.0,11748616.63,11648167.879999999,100448.75
2009,TX,2163969.0,20688.0,8236125.26,8161985.52,74139.74
2009,UT,3304563.0,55999.0,4809117.42,4805813.1,3304.3199999999997
2009,VA,2753247.8499999996,46130.0,2940255.92,2869005.6,71250.32
2009,VT,2145084.0,35242.0,2063329.7000000002,2041928.99,21400.71
2009,WA,10485891.0,146891.0,8009244.37,7907224.71,102019.66
2009,WI,15958320.0,220686.0,17807584.259999998,16849233.259999998,958351.0
2009,WV,5058992.145,68918.0,4079217.15,4038987.12,40230.03
2009,WY,500856.0,8446.0,412846.19,405716.93,7129.26
2009,XX,278882716.794,3970189.0,348136920.07000005,343221964.9,4914955.17
2010,AK,1187493.0,22209.0,2525328.02,2512030.21,13297.810000000001
2010,AL,1850125.0,42626.0,3270369.62,3162510.2300000004,107859.38999999998
2010,AR,2176704.74,33468.0,1342675.92,1280788.42,61887.5
2010,AZ,24484569.200000003,394352.0,14441950.49,14198359.379999999,243591.11
2010,CA,18972957.058,216773.0,50152308.75,50001652.74,150656.01
2010,CO,8957266.0,132554.0,8486790.06,8449498.87,37291.19
2010,CT,9328506.0,184037.0,14077374.64,13979224.700000001,98149.94
2010,DC,997384.0,16569.0,1177570.7999999998,1171805.89,5764.91
2010,DE,8228751.0,112168.0,5070065.64,4872060.2,198005.44
2010,FL,38923994.25,399659.0,24412586.919999998,24379418.16,33168.759999999995
2010,GA,8236553.0,136300.0,6226452.920000001,5998599.96,227852.96
2010,HI,2137553.0,25021.0,7463045.48,7462911.86,133.62
2010,IA,2292348.0,31536.0,1397360.69,1343954.25,53406.44
2010,ID,1334744.8,18383.0,1699970.64,1687893.4,12077.240000000002
2010,IL,4294132.65,55433.0,3443395.79,3421570.0999999996,21825.690000000002
2010,IN,10728235.0,126841.0,10654644.709999999,10558459.690000001,96185.02
2010,KS,2804201.0,38071.0,4310137.2,4186643.12,123494.08
2010,KY,7886758.7,117282.0,7492571.800000001,7477774.37,14797.43
2010,LA,4563146.0,82788.0,8054424.54,7883134.08,171290.46
2010,MA,21690636.1,350898.0,12482562.649999999,12479411.16,3151.49
2010,MD,15338323.0,231088.0,7905732.949999999,7838012.209999999,67720.74
2010,ME,7046496.0,83105.0,3110766.67,2959888.9,150877.77
2010,MI,4320759.96,47849.0,3990416.5599999996,3914303.03,76113.53
2010,MN,7667606.2,119285.0,5603684.220000001,5535080.48,68603.73999999999
2010,MO,14081407.006000001,183653.0,20433430.52,20245786.259999998,187644.26
2010,MS,1054964.2,28119.0,1111180.77,1085436.6800000002,25744.089999999997
2010,MT,1383520.5,18710.0,1482896.12,1450147.0299999998,32749.090000000004
2010,NC,25925268.68,372999.0,21409104.71,20795598.75,613505.96
2010,ND,470354.5,8329.0,412893.35,408148.10000000003,4745.250000000001
2010,NE,1485701.345,25076.0,1970545.04,1948041.98,22503.06
2010,NH,2757824.2199999997,50519.0,2860379.7800000003,2835724.95,24654.83
2010,NJ,12480884.5,212178.0,19557051.55,19356231.5,200820.05000000002
2010,NM,1274240.0,16681.0,386790.41000000003,386676.95999999996,113.45
2010,NV,4596483.0,51501.0,5123879.459999999,5105709.07,18170.39
2010,NY,46217104.099,568223.0,69284271.11,69187266.74,97004.37
2010,OH,37633782.1,580462.0,33009863.44,32977586.619999997,32276.82
2010,OK,4791180.4,69877.0,7424277.83,7347514.370000001,76763.45999999999
2010,OR,8806785.0,115624.0,5219422.28,5097714.050000001,121708.23
2010,PA,22297747.0,319132.0,11443245.059999999,10898346.49,544898.57
2010,RI,1104064.0,14103.0,1649503.69,1635651.79,13851.9
2010,SC,5639852.0,86580.0,4869364.01,4842292.67,27071.339999999997
2010,SD,576888.0,8732.0,858609.49,845722.8400000001,12886.65
2010,TN,12426276.9,205960.0,11694600.21,11647839.62,46760.590000000004
2010,TX,2211660.0,21394.0,8722861.23,8618299.899999999,104561.32999999999
2010,UT,3574268.5,56839.0,4952161.67,4948767.4,3394.27
2010,VA,8213627.370999999,143245.0,6661707.24,6610954.460000001,50752.78
2010,VT,2869670.0,46477.0,2951284.8600000003,2923460.94,27823.920000000002
2010,WA,12238654.8,166467.0,8748213.0,8657448.8,90764.20000000001
2010,WI,19471211.2,261482.0,20826885.73,19608625.56,1218260.17
2010,WV,5173594.813,70660.0,3540504.34,3525707.44,14796.900000000001
2010,WY,621180.0,9921.0,460738.79,458083.03,2655.76
2010,XX,477706309.645,6766153.0,490479450.28999996,484618004.10999995,5861446.18
2011,AK,1285430.95,23007.0,3007546.6999999997,3001408.29,6138.41
2011,AL,2132201.2,46679.0,2659039.52,2558779.33,100260.19
2011,AR,2332231.0999999996,35613.0,1289398.99,1224710.21,64688.77999999999
2011,AZ,35755654.0,518528.0,19115246.72,18811427.439999998,303819.27999999997
2011,CA,21370506.11,248641.0,41337292.730000004,40982371.67,354921.06
2011,CO,11983370.100000001,168194.0,10955863.04,10876012.030000001,79851.01000000001
2011,CT,10943995.0,218621.0,14762738.73,14578160.329999998,184578.4
2011,DC,1667547.0,30452.0,1277206.19,1273657.9,3548.2899999999995
2011,DE,9325513.0,120590.0,5397987.57,5173298.83,224688.74
2011,FL,45035718.0,471964.0,23661270.66,23600008.17,61262.49
2011,GA,10129734.1,164942.0,5081651.08,5032352.65,49298.43
2011,HI,3574715.0,40061.0,10767888.22,10767830.24,57.98
2011,IA,2531626.0,33974.0,1465427.58,1414682.9100000001,50744.67
2011,ID,1613469.0,21120.0,1566583.81,1548377.06,18206.75
2011,IL,3595683.1,45632.0,2554152.44,2530010.09,24142.35
2011,IN,11229407.620000001,125294.0,7145951.29,7099090.23,46861.06
2011,KS,3409943.0,48476.0,4958446.539999999,4796048.99,162397.55
2011,KY,10223433.5,142556.0,8032371.07,8010367.5600000005,22003.510000000002
2011,LA,4107115.0,74403.0,5503047.6,5387650.14,115397.45999999999
2011,MA,23202113.6,355196.0,12950684.95,12803720.59,146964.36
2011,MD,21910373.0,329166.0,9302021.79,9203167.76,98854.03
2011,ME,7720027.0,88176.0,2833300.54,2717683.77,115616.76999999999
2011,MI,6744510.0,73985.0,4305189.1,4152597.6399999997,152591.46
2011,MN,12454756.6,197247.0,7877041.4,7772746.28,104295.12
2011,MO,14957131.111,191416.0,20216144.6,20029330.95,186813.65
2011,MS,1265215.0,31173.0,1350489.5499999998,1326534.8,23954.75
2011,MT,1466208.0,19263.0,1396886.8199999998,1367562.14,29324.68
2011,NC,27069274.832000002,388809.0,17760282.58,17092557.480000004,667725.1000000001
2011,ND,531829.0,9151.0,391271.39,389593.48,1677.9099999999999
2011,NE,1673993.35,29611.0,2313906.6,2269750.15,44156.45
2011,NH,2622903.77,47506.0,2053677.7500000002,2037230.96,16446.79
2011,NJ,16323708.3,253373.0,17737177.55,17622463.17,114714.38
2011,NM,6618483.0,83386.0,5834868.36,5832938.65,1929.71
2011,NV,5994133.15,64387.0,4246662.03,4228488.09,18173.940000000002
2011,NY,53974066.28,666109.0,42843031.26,42768079.5,74951.76000000001
2011,OH,41891514.5,650369.0,30497347.740000002,30488807.18,8540.56
2011,OK,5592887.5,77733.0,6959825.26,6887387.78,72437.48
2011,OR,14819390.0,198365.0,7404313.12,7342960.81,61352.31
2011,PA,43535496.0,611389.0,23231772.21,22340403.9,891368.31
2011,RI,2433210.0,36784.0,1651660.29,1643072.7799999998,8587.51
2011,SC,6796018.0,98080.0,4509118.58,4501681.25,7437.33
2011,SD,557771.0,8448.0,639642.65,632714.45,6928.2
2011,TN,13898436.36,223292.0,8934050.82,8898045.57,36005.25
2011,TX,2032115.0,19740.0,7233537.85,7170193.700000001,63344.149999999994
2011,UT,4138214.7,67385.0,4603613.35,4599300.74,4312.61
2011,VA,12757657.583,195823.0,9231434.66,9155757.649999999,75677.01
2011,VT,2670371.0,40704.0,2374894.38,2363877.55,11016.83
2011,WA,18046667.8,269267.0,9955663.629999999,9867150.73,88512.9
2011,WI,22559393.0,277785.0,19155763.09,17913054.03,1242709.06
2011,WV,5660074.995,76008.0,3027780.42,3008404.16,19376.26
2011,WY,665725.0,10292.0,501210.1,491826.41000000003,9383.69
2011,XX,597376259.941,8301631.0,468203506.86,461802648.65999997,6400858.199999999
2012,AK,1077146.0,19183.0,1744406.57,1738232.22,6174.35
2012,AL,2386815.5,50377.0,2544192.5,2459454.5199999996,84737.98
2012,AR,2645509.2,38763.0,1437738.19,1369408.2399999998,68329.95
2012,AZ,32420354.0,415983.0,15639996.990000002,15385315.02,254681.96999999997
2012,CA,22812099.2,270815.0,33844009.160000004,33445511.24,398497.92000000004
2012,CO,14122339.0,197294.0,11493753.29,11407433.760000002,86319.53
2012,CT,12191019.4,235340.0,14847315.0,14651126.48,196188.52
2012,DC,2901416.0,55457.0,2104975.66,2096260.17,8715.490000000002
2012,DE,6122401.0,91572.0,4176891.8499999996,3997025.05,179866.8
2012,FL,28305512.0,354891.0,14525079.59,14509153.74,15925.85
2012,GA,12698249.0,197043.0,6234480.78,6173866.29,60614.490000000005
2012,HI,4220136.0,48290.0,5435445.4,5435394.66,50.739999999999995
2012,IA,2666811.0,35312.0,1461264.31,1459791.63,1472.6799999999996
2012,ID,1954621.9,24232.0,1596840.7000000002,1582244.4899999998,14596.21
2012,IL,4996040.5,64376.0,3541069.89,3084648.46,456421.43
2012,IN,13854918.0,160788.0,9336984.55,8978268.059999999,358716.49
2012,KS,3572265.0,48592.0,5086139.5600000005,4931855.8100000005,154283.75
2012,KY,10206935.98,143720.0,6073254.27,5987946.24,85308.03
2012,LA,4471506.0,79484.0,4997502.75,4916607.62,80895.13
2012,MA,24406838.2,348138.0,12433790.57,12093821.469999999,339969.1
2012,MD,21061343.891000003,338275.0,7218532.959999999,7180291.97,38240.990000000005
2012,ME,6722145.0,77144.0,2392008.4,2377391.8,14616.599999999999
2012,MI,7522996.199999999,81752.0,4363879.890000001,4215035.02,148844.87
2012,MN,14894407.5,230251.0,9529847.68,9397394.33,132453.35
2012,MO,15712170.43,196348.0,20528748.82,20250375.31,278373.51
2012,MS,1534928.0,36142.0,1651989.97,1585895.1999999997,66094.76999999999
2012,MT,1553120.0,19423.0,1302521.95,1277661.37,24860.579999999998
2012,NC,29307709.663,412379.0,18325303.96,17567592.619999997,757711.3400000001
2012,ND,578517.0,9172.0,411697.20999999996,408879.63,2817.58
2012,NE,1803835.0,31481.0,2778308.0999999996,2744751.85,33556.25
2012,NH,2371317.72,42458.0,1599139.19,1583639.35,15499.84
2012,NJ,19663280.11,323759.0,18164508.28,17306601.32,857906.96
2012,NM,7700530.6,93966.0,5016340.09,5005264.85,11075.24
2012,NV,7405912.7,80886.0,4635346.8100000005,4148700.4299999997,486646.38
2012,NY,56054344.307,704574.0,39828580.21,39761187.260000005,67392.95
2012,OH,44824197.89,673687.0,27166655.880000003,27156651.130000003,10004.75
2012,OK,5884752.821,81276.0,6621496.08,6546054.78,75441.29999999999
2012,OR,11517478.5,153419.0,5741178.25,5713575.84,27602.410000000003
2012,PA,41247501.6,562745.0,19686924.68,18880897.07,806027.6100000001
2012,RI,2374128.0,33712.0,1538373.1999999997,1534508.46,3864.7400000000002
2012,SC,7943613.0,112137.0,4603119.52,4593556.300000001,9563.22
2012,SD,565332.0,8937.0,710437.42,706098.95,4338.469999999999
2012,TN,15177628.792,237965.0,9769255.54,9709472.73,59782.810000000005
2012,TX,2367627.0,23207.0,6779071.93,6743331.52,35740.41
2012,UT,3986220.0,65635.0,3345418.04,3337739.08,7678.960000000001
2012,VA,13237795.166000001,219181.0,15158069.33,15059598.989999998,98470.34
2012,VT,2623749.0,39766.0,2232570.58,2210303.0200000005,22267.56
2012,WA,11813775.438000001,161894.0,6555684.08,6485080.17,70603.91
2012,WI,22860931.5,269519.0,14463632.459999999,13783709.759999998,679922.7
2012,WV,6366707.0,80519.0,3124447.73,3094584.04,29863.69
2012,WY,775812.0,11049.0,636421.1699999999,636400.08,21.09
2012,XX,597800589.811,8322092.0,427371097.49,419542473.57000005,7828623.92
2013,AK,955549.0,16958.0,1416725.5699999998,1414753.74,1971.83
2013,AL,2589879.45,52234.0,2793156.5,2701763.26,91393.23999999999
2013,AR,2455634.8,38108.0,1353023.21,1284797.65,68225.56
2013,AZ,47370423.0,435580.0,17029932.66,16762449.38,267483.28
2013,CA,22540984.5,269860.0,29865565.54,29544966.76,320598.78
2013,CO,14328821.067,208027.0,10444034.85,10377729.25,66305.6
2013,CT,12730087.4,242060.0,15163925.32,14905305.27,258620.05
2013,DC,2106965.0,42068.0,1215487.09,1207332.09,8155.0
2013,DE,3689286.0,74157.0,3506906.9699999997,3358382.69,148524.28
2013,FL,23446566.765,330869.0,11175661.68,11160187.21,15474.470000000001
2013,GA,12513999.2,190473.0,5725213.61,5637506.9399999995,87706.67
2013,HI,3480497.0,39492.0,1964620.68,1964405.2799999998,215.39999999999998
2013,IA,2522673.5,33391.0,1428678.98,1428607.21,71.77000000000001
2013,ID,2121217.8,25032.0,1594300.33,1576926.64,17373.69
2013,IL,3269889.0,41498.0,2226086.69,1982153.15,243933.54000000004
2013,IN,13790686.5,153633.0,9883320.400000002,9352976.24,530344.16
2013,KS,1093111.0,17033.0,1355786.8699999999,1300307.16,55479.71
2013,KY,6219984.4,90262.0,3250218.6600000006,3192091.67,58126.990000000005
2013,LA,4681947.0,81187.0,3731275.9099999997,3691066.8600000003,40209.049999999996
2013,MA,25039527.9,381196.0,12548926.24,12279286.81,269639.43
2013,MD,20860427.818000004,335565.0,7303119.859999999,7149540.6,153579.25999999998
2013,ME,4645251.0,57996.0,2041037.8900000001,2041002.78,35.11
2013,MI,8313636.9,90203.0,4812158.65,4683293.95,128864.70000000001
2013,MN,14648317.967999998,226026.0,9882329.04,9739456.32,142872.72
2013,MO,14827894.95,183387.0,19383453.770000003,19194077.939999998,189375.83
2013,MS,1720196.0,35581.0,1748974.16,1676176.06,72798.1
2013,MT,1570250.5,18747.0,1273176.2200000002,1250905.78,22270.440000000002
2013,NC,32101742.12,427483.0,21365258.979999997,21025944.990000002,339313.99
2013,ND,560827.0,8930.0,381608.87,379479.06000000006,2129.81
2013,NE,1693477.506,29128.0,2348503.42,2308966.45,39536.97
2013,NH,2468116.0700000003,40789.0,1588866.9699999997,1566779.2,22087.77
2013,NJ,17567694.509999998,285115.0,15976164.920000002,15422458.2,553706.72
2013,NM,7092258.5,88282.0,4433158.670000001,4428629.370000001,4529.299999999999
2013,NV,6754759.725,75279.0,4110371.4499999997,3476801.92,633569.53
2013,NY,57696809.684,747999.0,37565400.72,37507331.300000004,58069.42
2013,OH,40512300.044,612318.0,22989114.46,22981205.540000003,7908.92
2013,OK,6345880.666999999,83316.0,6683011.35,6607755.49,75255.86
2013,OR,13577489.5,180462.0,6129193.73,6088464.76,40728.97
2013,PA,41138619.900000006,553737.0,19283638.62,18586431.68,697206.9400000001
2013,RI,2244145.0,33553.0,1347408.46,1337964.97,9443.490000000002
2013,SC,7801013.5,110556.0,4330415.91,4323308.379999999,7107.530000000001
2013,SD,517787.0,8209.0,700421.36,694782.6499999999,5638.709999999999
2013,TN,14527409.001,217827.0,10011036.59,9984637.879999999,26398.71
2013,TX,2573021.0,25052.0,5873201.32,5847780.56,25420.76
2013,UT,4605740.2,74537.0,3254429.78,3231663.46,22766.32
2013,VA,12869495.605,210624.0,15121883.81,15016193.86,105689.95000000001
2013,VT,2529341.5,38388.0,2257024.8000000003,2241537.68,15487.12
2013,WA,13074748.495000001,178936.0,6429264.9,6358077.600000001,71187.3
2013,WI,21164987.998,250437.0,13476051.379999999,12900004.43,576046.95
2013,WV,6033371.0,77402.0,2841455.2300000004,2756061.83,85393.4
2013,WY,765619.0,10562.0,720339.22,720339.22,0.0
2013,XX,592207258.133,8112120.0,396379877.78999996,389591454.59000003,6788427.32
2014,AK,1009595.8,18185.0,1619129.42,1611400.5699999998,7728.85
2014,AL,2974014.666,57216.0,3652988.5900000003,3506467.99,146520.59999999998
2014,AR,3492300.0999999996,52500.0,2943823.4299999997,2830731.84,113091.59
2014,AZ,37108487.6,495444.0,21306157.44,21047904.16,258253.28
2014,CA,28076878.981,377968.0,34622731.97,34058145.67,564586.3
2014,CO,19164736.4,317713.0,14277197.24,14183702.64,93494.6
2014,CT,14068467.0,263224.0,18775102.080000002,18518632.730000004,256469.34999999998
2014,DC,2174940.5,43012.0,1408852.1099999999,1398297.19,10554.92
2014,DE,3505977.336,72886.0,4218460.58,4080467.2399999998,137993.34
2014,FL,25574925.5,377910.0,18230254.24,18186512.049999997,43742.19
2014,GA,13495539.0,206097.0,9675876.57,9577647.77,98228.8
2014,HI,3595087.0,47345.0,10009811.730000002,10009132.350000001,679.3800000000001
2014,IA,3425574.0,47057.0,1929255.85,1929246.82,9.030000000000001
2014,ID,2257581.25,26405.0,2144915.87,2121043.05,23872.82
2014,IL,4109089.8,52210.0,3248034.1799999997,3003116.96,244917.22
2014,IN,12724942.42,147685.0,12890069.290000001,12431744.190000001,458325.1
2014,KS,7144932.5,101572.0,9380123.120000001,9033770.82,346352.30000000005
2014,KY,4436865.4,72912.0,3511881.94,3443097.3200000003,68784.62
2014,LA,4388364.0,74611.0,3940093.3399999994,3903367.0,36726.34
2014,MA,24480866.4,401394.0,14778825.780000001,13886998.510000002,891827.27
2014,MD,24805773.166,408297.0,11458867.05,11101226.56,357640.49
2014,ME,3810094.84,45750.0,2512301.71,2455947.74,56353.97
2014,MI,10832119.5,121072.0,7611032.7299999995,7497146.64,113886.09
2014,MN,17379502.21,266817.0,13690704.57,13538146.34,152558.23
2014,MO,14293812.64,173925.0,23521715.839999996,23463239.9,58475.94
2014,MS,2127510.0,41615.0,2591776.0,2510188.14,81587.86000000002
2014,MT,1642442.0,21030.0,1709434.19,1662808.55,46625.64
2014,NC,33751400.85,442224.0,30406095.15,30228567.6,177527.55
2014,ND,777425.0,12733.0,621499.05,612416.78,9082.27
2014,NE,1740162.0,29041.0,2693353.2399999998,2665390.5300000003,27962.710000000003
2014,NH,2445516.0,40029.0,1636811.8800000001,1630744.65,6067.2300000000005
2014,NJ,23659236.63,375453.0,23172849.15,23014556.01,158293.14
2014,NM,8177267.5,113188.0,4860045.63,4854196.83,5848.8
2014,NV,8917108.583,112980.0,6572832.8100000005,5854061.54,718771.27
2014,NY,59635432.81999999,801992.0,48107953.900000006,48013072.39,94881.51000000001
2014,OH,40692417.4,639814.0,26528667.880000003,26519167.08,9500.800000000001
2014,OK,7288969.0,90523.0,9432317.41,9359498.5,72818.91
2014,OR,16586841.054,240787.0,9452499.23,8980784.719999999,471714.50999999995
2014,PA,42531656.24,567994.0,27548002.2,26608118.930000003,939883.27
2014,RI,3074952.0,51533.0,2016786.52,2012733.05,4053.47
2014,SC,8073319.556,119074.0,5854058.640000001,5847060.25,6998.389999999999
2014,SD,467827.0,7783.0,606981.1599999999,604277.44,2703.72
2014,TN,17072364.556,248724.0,14844335.44,14817329.700000001,27005.74
2014,TX,2770803.0,27408.0,5974831.720000001,5892306.540000001,82525.18
2014,UT,5053934.35,78610.0,4704481.199999999,4662758.8,41722.399999999994
2014,VA,12886865.852,199290.0,12225823.459999999,12122632.799999999,103190.66
2014,VT,2536123.0,38221.0,2631334.84,2617358.2600000002,13976.580000000002
2014,WA,21656639.2,313764.0,9219119.1,9130180.45,88938.65
2014,WI,22507464.0,276758.0,19585341.0,19116885.68,468455.31999999995
2014,WV,8034130.0,107393.0,6448328.529999999,6369897.35,78431.18
2014,WY,898917.0,12052.0,992620.5900000001,992620.5900000001,0.0
2014,XX,646220205.8669999,9317392.0,535925314.85,527439316.81000006,8485998.04
2015,AK,1110996.54,20159.0,1517101.1099999999,1512098.08,5003.030000000001
2015,AL,3724018.979,70923.0,4012780.4,3817182.0999999996,195598.30000000002
2015,AR,4114021.2,58912.0,3363199.8200000003,3346214.4800000004,16985.339999999997
2015,AZ,42086345.2,559134.0,24991403.8,24652768.59,338635.20999999996
2015,CA,37119616.24,501371.0,39686014.699999996,38947769.730000004,738244.97
2015,CO,19830634.31,349875.0,14484365.78,14373875.2,110490.58
2015,CT,15270330.0,282503.0,19146199.75,19002564.57,143635.18
2015,DC,2225048.5,43251.0,1440817.73,1431767.73,9050.0
2015,DE,3667827.0,71630.0,3616820.24,3608085.96,8734.28
2015,FL,28885554.58,434790.0,18267710.89,18238786.729999997,28924.16
2015,GA,15661112.5,235266.0,10971543.649999999,10855747.120000001,115796.53
2015,HI,4005718.0,57211.0,27890850.91,27890846.67,4.24
2015,IA,4009450.5,57154.0,2107142.6,2104537.53,2605.07
2015,ID,2145926.7199999997,25593.0,1901747.37,1886705.2000000002,15042.170000000002
2015,IL,5923275.6,73566.0,3921684.46,3817500.24,104184.22
2015,IN,13532736.2,162900.0,12249364.44,11988688.98,260675.45999999996
2015,KS,3913806.0,55871.0,5073768.76,4867176.220000001,206592.53999999998
2015,KY,5104329.6,88146.0,4303281.3100000005,4211108.94,92172.37000000001
2015,LA,6144165.5,104757.0,4530362.93,4433401.4799999995,96961.45000000001
2015,MA,23633797.75,389069.0,12806452.71,11961921.48,844531.23
