Year,Quarter,State,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
2006,1,AL,326729.0,7597.0,543420.57,0.0,0.0
2006,1,AR,400188.3,6674.0,282448.85,0.0,0.0
2006,1,CA,3473875.63,35871.0,10883630.07,9136141.69,0.0
2006,1,CO,953847.5,20528.0,852172.75,0.0,0.0
2006,1,CT,521149.0,7868.0,692337.4600000001,55102.59999999999,150.72
2006,1,DC,194326.0,3244.0,340544.84,0.0,0.0
2006,1,DE,552993.0,7663.0,457635.13999999996,0.0,0.0
2006,1,FL,2937248.0,42893.0,2477740.17,1969050.2800000003,3251.73
2006,1,GA,1374378.0,29142.0,1168385.38,436228.98,3482.0
2006,1,HI,264948.0,2716.0,328116.85000000003,40918.119999999995,0.0
2006,1,IA,545478.603,7716.0,796660.68,144382.47,6373.950000000001
2006,1,ID,156024.0,2503.0,179367.56,176844.61,1737.34
2006,1,IL,620537.0,8849.0,1084245.52,0.0,0.0
2006,1,IN,839677.0,11090.0,1217225.86,80251.75,979.23
2006,1,KS,401576.0,5937.0,536784.3,63903.170000000006,0.0
2006,1,KY,744859.5,14028.0,780447.4400000001,637146.46,5402.93
2006,1,LA,812081.0,14605.0,1756761.34,1000997.69,15903.39
2006,1,MA,2736211.0,40099.0,1934986.77,0.0,0.0
2006,1,MD,654426.0,11175.0,479261.04000000004,0.0,0.0
2006,1,ME,1410034.511,16418.0,459397.89,179472.46000000002,9027.18
2006,1,MI,298362.0,3307.0,416597.0,386316.37999999995,12093.390000000001
2006,1,MN,617291.0,9280.0,663616.4299999999,198252.07,251.78
2006,1,MO,2292973.0,28830.0,3531916.2600000002,0.0,0.0
2006,1,MS,235731.0,5671.0,268000.14,15001.689999999999,0.0
2006,1,MT,280600.0,4168.0,375627.48000000004,366286.88,9340.6
2006,1,NC,4522394.6,66768.0,4247484.35,1539999.33,7927.78
2006,1,ND,98452.0,1635.0,91500.93000000001,0.0,0.0
2006,1,NE,350817.0,5412.0,559171.16,0.0,0.0
2006,1,NH,382184.0,7250.0,467524.31,437708.73000000004,5400.8099999999995
2006,1,NJ,1512201.0,23348.0,2801403.38,517241.24,0.0
2006,1,NM,35395.5,667.0,19345.46,0.0,0.0
2006,1,NV,512485.0,6141.0,1068711.5,728097.78,3225.3900000000003
2006,1,NY,4113013.4000000004,39057.0,8828760.39,1747965.63,0.0
2006,1,OH,5945179.0,93582.0,6889031.720000001,5903068.170000001,0.0
2006,1,OK,748168.0,12255.0,1164478.85,0.0,0.0
2006,1,OR,516469.0,6628.0,468814.43000000005,92270.75,2817.0
2006,1,PA,1931625.5,29260.0,1275698.26,224039.38,16299.400000000001
2006,1,RI,305507.0,4708.0,554474.2699999999,0.0,0.0
2006,1,SC,1099025.0,18499.0,1238738.29,1012114.85,9383.11
2006,1,SD,111425.0,1862.0,133744.64,0.0,0.0
2006,1,TN,2067304.0,34320.0,2571129.76,1610930.96,4539.5
2006,1,TX,447443.0,4326.0,1482849.52,1213123.15,8145.030000000001
2006,1,UT,593957.5,11328.0,979154.12,0.0,0.0
2006,1,VA,648891.1,10043.0,740081.1000000001,70199.51000000001,504.33000000000004
2006,1,VT,130492.0,2238.0,88642.88,0.0,0.0
2006,1,WA,2352558.0,33178.0,1614367.4900000002,523857.20000000007,178.0
2006,1,WI,1462686.0,18796.0,1308211.19,0.0,0.0
2006,1,WV,1121319.8900000001,14429.0,1054251.96,361761.39999999997,1584.66
2006,1,WY,93081.0,1630.0,69415.26,0.0,0.0
2006,1,XX,55466011.243,804503.0,73181289.32,31027275.52,130988.26
2006,2,AK,244025.0,4271.0,336894.18000000005,180339.19,1582.1100000000001
2006,2,AL,294375.0,7146.0,473076.07,0.0,0.0
2006,2,AR,402774.12,6578.0,275116.97,0.0,0.0
2006,2,CA,2802092.0,30949.0,7099772.369999999,6450832.570000001,0.0
2006,2,CO,912835.5,19958.0,788020.08,0.0,0.0
2006,2,CT,648980.0,10148.0,908928.12,0.0,0.0
2006,2,DC,163852.0,2791.0,227393.04,0.0,0.0
2006,2,DE,929831.0,14633.0,616237.8500000001,0.0,0.0
2006,2,FL,2762402.0,40211.0,2127628.38,1610777.05,3864.2999999999997
2006,2,GA,1271182.0,27164.0,946145.77,576510.9199999999,5632.0
2006,2,HI,245266.0,2600.0,277331.06,36523.71,0.0
2006,2,IA,474833.8,6796.0,546704.65,73656.82,1032.1399999999999
2006,2,ID,139682.0,2326.0,148272.72,146291.0,1252.0800000000002
2006,2,IL,1270899.7,18862.0,2064115.4000000001,0.0,0.0
2006,2,IN,747430.4199999999,9729.0,967515.39,286256.61,14980.46
2006,2,KS,393883.0,5657.0,472889.20999999996,50987.59,0.0
2006,2,KY,732319.0,13978.0,709266.89,590632.21,4063.43
2006,2,LA,820566.0,15103.0,1655188.0100000002,167958.76,808.35
2006,2,MA,2661288.0,41222.0,1595981.07,0.0,0.0
2006,2,MD,559541.5,11060.0,405248.37999999995,0.0,0.0
2006,2,ME,1391067.0,16595.0,434789.44000000006,79804.62,2479.69
2006,2,MI,251863.0,2843.0,314213.8900000001,284387.89,16136.53
2006,2,MN,678404.0,9826.0,664774.49,440786.87999999995,1114.91
2006,2,MO,1850302.25,24091.0,2742274.62,0.0,0.0
2006,2,MS,159235.0,4754.0,125584.72,0.0,0.0
2006,2,MT,263743.0,3917.0,303098.62,294617.07,8481.550000000001
2006,2,NC,3517361.492,52941.0,3007332.1100000003,899457.0399999999,4282.089999999999
2006,2,ND,94486.0,1614.0,71586.26000000001,663.32,0.0
2006,2,NE,314378.0,5001.0,437174.18999999994,0.0,0.0
2006,2,NH,412229.0,7997.0,472558.29999999993,323619.94999999995,7434.469999999999
2006,2,NJ,1608736.0,25011.0,2706220.83,563114.73,0.0
2006,2,NM,37340.0,667.0,12425.44,0.0,0.0
2006,2,NV,454388.0,5009.0,624482.8300000001,355842.07,1470.4099999999999
2006,2,NY,4323901.399,43549.0,8820025.780000001,6102085.0,35724.51
2006,2,OH,4383752.0,68522.0,2582195.63,1419381.13,0.0
2006,2,OK,704297.0,12059.0,958450.6599999999,13822.52,0.0
2006,2,OR,558148.0,7243.0,458095.57000000007,93153.01999999999,1857.0
2006,2,PA,1634961.0,24381.0,831797.7000000001,30986.0,1228.0
2006,2,RI,286886.0,4398.0,485591.19000000006,0.0,0.0
2006,2,SC,968841.0,17004.0,960247.6999999998,824561.9199999999,9467.36
2006,2,SD,116589.0,1736.0,155573.94999999998,0.0,0.0
2006,2,TN,2153038.0,1813343.0,208697494.27,1461811.98,4252.38
2006,2,TX,482392.0,4658.0,1403135.2000000002,733597.96,2902.0
2006,2,UT,700207.0,13325.0,1080139.24,0.0,0.0
2006,2,VA,545994.0,8742.0,619021.09,191781.43,1391.17
2006,2,VT,211447.0,3372.0,136187.83000000002,0.0,0.0
2006,2,WA,2212126.0,31458.0,1495741.52,812171.3400000001,17.91
2006,2,WI,1484171.0,18705.0,1191525.46,267173.17000000004,255.28000000000003
2006,2,WV,1049095.595,13762.0,893109.32,288159.34,2167.67
2006,2,WY,97121.0,1605.0,57713.08,0.0,0.0
2006,2,XX,51898325.031,2544309.0,265923708.11,25696525.15,135224.25
2006,3,AK,254462.5,4405.0,321715.62,159554.36000000002,607.99
2006,3,AL,298741.0,7537.0,470960.35000000003,0.0,0.0
2006,3,AR,424836.0,6935.0,285231.96,0.0,0.0
2006,3,CA,2818674.0,31171.0,6493162.1,5874663.87,0.0
2006,3,CO,906637.0,15996.0,822349.85,754032.48,2309.9300000000003
2006,3,CT,676805.0,10556.0,948937.8999999999,15047.42,10.48
2006,3,DC,170360.0,3090.0,237264.52999999997,0.0,0.0
2006,3,DE,753596.0,12136.0,498096.30999999994,0.0,0.0
2006,3,FL,2824027.0,40969.0,2065557.4,1541411.28,10952.96
2006,3,GA,1057073.0,20908.0,778895.6000000001,396666.15,4331.0
2006,3,HI,246317.0,2612.0,278847.93999999994,92150.69,0.0
2006,3,IA,462388.0,6866.0,504414.69,47146.36,692.19
2006,3,ID,158339.0,2447.0,175676.82,139964.41,942.9300000000001
2006,3,IL,444046.0,6513.0,671188.1399999999,0.0,0.0
2006,3,IN,775012.0,10100.0,971445.06,146671.07,9462.09
2006,3,KS,412404.0,5958.0,451114.94,26373.78,0.0
2006,3,KY,899290.15,17103.0,867377.61,668574.38,4324.75
2006,3,LA,751577.0,14265.0,1435699.1699999997,66279.68,114.23
2006,3,MA,2677761.0,41860.0,1578197.8,0.0,0.0
2006,3,MD,491522.69,11845.0,372269.19000000006,0.0,0.0
2006,3,ME,1421910.0,17256.0,382549.22000000003,75173.45999999999,3593.69
2006,3,MI,254122.0,3138.0,301928.70999999996,275188.85,12987.19
2006,3,MN,546709.0,8348.0,556580.8899999999,354584.72,0.0
2006,3,MO,1898893.0,24825.0,2725982.3,6995.22,897.77
2006,3,MS,173484.0,5351.0,127463.48000000001,19475.43,339.39
2006,3,MT,255803.0,3664.0,283947.08,276009.16,7937.92
2006,3,NC,4196727.0,64129.0,3387720.9599999995,851200.7,4257.51
2006,3,ND,91244.0,1598.0,67069.11,0.0,0.0
2006,3,NE,300188.0,4960.0,413767.98000000004,0.0,0.0
2006,3,NH,366259.0,7066.0,434862.53,415786.56,7616.200000000002
2006,3,NJ,1747778.8,27339.0,2720749.89,592399.88,0.0
2006,3,NM,34905.5,686.0,11065.72,0.0,0.0
2006,3,NV,476443.44,5030.0,682441.03,88745.73000000001,537.58
2006,3,NY,4544489.0600000005,48752.0,8853242.58,8408905.54,35185.5
2006,3,OH,4802635.5,75278.0,2862506.04,944899.0800000001,0.0
2006,3,OK,739043.0,12598.0,910868.63,16019.54,0.0
2006,3,OR,541604.0,7054.0,446245.21,147060.13999999998,3168.0
2006,3,PA,1484258.7,22237.0,764842.0900000001,133191.38,16443.85
2006,3,RI,277115.0,4242.0,459270.93,0.0,0.0
2006,3,SC,972816.0,17510.0,895975.4500000001,811368.73,6663.87
2006,3,SD,118185.0,1785.0,128108.28,0.0,0.0
2006,3,TN,2308723.0,37474.0,2550907.75,1475416.7,6125.53
2006,3,TX,489348.0,4703.0,1405528.81,531516.43,1263.4099999999999
2006,3,UT,676649.88,12490.0,992431.92,0.0,0.0
2006,3,VA,543034.0,8550.0,591323.04,147374.1,664.03
2006,3,VT,107401.0,1974.0,62721.46000000001,0.0,0.0
2006,3,WA,2102163.0,27983345.0,551855201.0899999,739371.6799999999,0.0
2006,3,WI,1457066.0,18343.0,1126448.8800000001,1970.35,5.72
2006,3,WV,980988.3300000001,12985.0,805028.5499999999,186466.46000000002,1279.96
2006,3,WY,92616.0,1658.0,55040.99999999999,0.0,0.0
2006,3,XX,51975402.72,28722434.0,607673305.25,26470781.74,143912.83000000002
2006,4,AK,231948.0,4065.0,292324.84,94518.79000000001,201.20999999999998
2006,4,AL,309509.0,7691.0,485898.2,0.0,0.0
2006,4,AR,427446.04000000004,6972.0,290671.49,6789.68,0.0
2006,4,CA,3021424.0,33341.0,7024503.579999999,6656490.76,0.0
2006,4,CO,967277.0,16778.0,871335.1099999999,778012.9999999999,4742.83
2006,4,CT,697967.0009999999,10794.0,956280.49,177301.06999999998,449.86
2006,4,DC,188695.0,3710.0,244570.47999999998,0.0,0.0
2006,4,DE,984006.0,15393.0,651115.5499999998,0.0,0.0
2006,4,FL,2859913.0,41358.0,2075253.69,1851662.9400000002,18994.74
2006,4,GA,905414.0,15948.0,725270.1499999999,261544.36,3868.0
2006,4,HI,268812.0,2811.0,313556.0,64058.36,0.0
2006,4,IA,444682.5,6754.0,432630.95000000007,72467.87000000001,1577.53
2006,4,ID,154611.0,2497.0,129584.99,128597.24,785.65
2006,4,IL,747129.0,10930.0,1128528.11,0.0,0.0
2006,4,IN,809793.0,10324.0,970073.9400000001,237637.86,6671.469999999999
2006,4,KS,429004.0,6037.0,491269.5,92269.09,0.0
2006,4,KY,748606.0,14149.0,733519.4099999999,561879.8099999999,3045.82
2006,4,LA,799393.0,14809.0,1499134.6900000002,188794.41000000003,1031.76
2006,4,MA,3111379.0,48674.0,1843815.71,111573.91,0.0
2006,4,MD,270119.0,5705.0,161783.88000000003,39971.65,0.0
2006,4,ME,1503258.0,18554.0,400939.9,175752.96000000002,905.2
2006,4,MI,263358.0,3101.0,277825.74,254320.56999999998,16211.779999999999
2006,4,MN,605790.0,8960.0,491270.91,334225.18999999994,912.36
2006,4,MO,1940118.0,25187.0,2754802.4699999997,0.0,0.0
2006,4,MS,175031.0,5308.0,137323.25,4601.33,346.87
2006,4,MT,286735.0,4154.0,323123.81999999995,313314.7799999999,9677.01
2006,4,NC,3735175.5,56601.0,2742334.29,535244.38,951.3
2006,4,ND,83423.0,1540.0,62011.83,746.54,46.42
2006,4,NE,305751.0,5029.0,407211.77,0.0,0.0
2006,4,NH,457176.0,8642.0,542222.5499999999,490528.35,5884.929999999999
2006,4,NJ,1600318.0,24328.0,2730876.82,778528.4,0.0
2006,4,NM,19751.0,382.0,5341.97,0.0,0.0
2006,4,NV,501529.0,5184.0,703714.2100000001,67122.98,660.6899999999999
2006,4,NY,4564241.399,48741.0,7527850.240000001,5917260.15,19394.72
2006,4,OH,5155470.5,79352.0,3187641.9899999998,1844716.73,0.0
2006,4,OK,794635.0,13083.0,796677.2200000001,108305.2,0.0
2006,4,OR,565020.0,7061.0,453183.89999999997,156494.83,2616.0
2006,4,PA,1491126.5,22078.0,662603.1499999999,67542.97,8884.17
2006,4,SC,1003434.0,17371.0,920489.7399999999,852880.26,7269.7300000000005
2006,4,SD,119429.0,1807.0,139333.12,0.0,0.0
2006,4,TN,2322821.2699999996,986360.0,71489312.68,1686473.1099999999,5668.88
2006,4,TX,491719.0,4817.0,1442210.53,915939.8000000002,552.0
2006,4,UT,692993.4299999999,12304.0,1015800.26,0.0,0.0
2006,4,VA,570901.0,8735.0,632231.6200000001,92400.8,909.06
2006,4,VT,113278.0,2108.0,49701.89,0.0,0.0
2006,4,WA,2316202.0,32185.0,1198875.0199999998,848528.55,0.28
2006,4,WI,1544387.0,18948.0,1015954.0700000001,0.0,0.0
2006,4,WV,1146784.73,14861.0,938991.0499999999,635261.12,5071.0599999999995
2006,4,WY,94732.0,1627.0,57556.66,2866.8,0.0
2006,4,XX,53298160.14,1722049.0,124976536.10999998,27447300.21,130640.24
2007,1,AK,235360.0,4237.0,305004.97,231184.17,1213.63
2007,1,AL,342595.0,8262.0,543484.5799999998,0.0,0.0
2007,1,AR,431651.382,6707.0,305081.93999999994,6994.48,0.0
2007,1,CA,3064126.0,33867.0,7044095.720000001,6495861.25,0.0
2007,1,CO,1102158.0,18875.0,988994.7499999999,944191.99,4269.39
2007,1,CT,751321.0,11530.0,1218160.3699999999,226411.34999999998,306.5
2007,1,DC,153938.0,2899.0,216819.74,0.0,0.0
2007,1,DE,1053438.4,16062.0,732428.0599999999,0.0,0.0
2007,1,FL,2820530.0,39783.0,1925219.7800000005,1781888.04,15217.33
2007,1,GA,1006274.0,16952.0,862212.8499999999,239654.49,3952.0
2007,1,HI,276669.0,2827.0,315878.89,81250.09999999999,0.0
2007,1,IA,447648.0,6880.0,409569.95000000007,90170.38,1359.36
2007,1,ID,155582.0,2477.0,148869.71999999997,147462.65,1161.12
2007,1,IL,754187.0,10667.0,844626.6499999999,0.0,0.0
2007,1,IN,820038.0,10266.0,1226056.35,945680.1699999999,23915.4
2007,1,KS,382586.0,5126.0,450601.42000000004,91868.53,0.0
2007,1,KY,909911.5,16733.0,867651.43,649797.0800000001,5191.28
2007,1,LA,792717.0,14524.0,1472411.48,729093.9400000001,5286.629999999999
2007,1,MA,2635163.0,40864.0,1538705.57,0.0,0.0
2007,1,MD,265732.0,5417.0,158339.6,128959.21,0.0
2007,1,ME,1542596.0,19364.0,466055.9,348551.06000000006,9486.589999999998
2007,1,MI,277509.0,3178.0,312871.43,277707.5,22541.079999999998
2007,1,MN,452616.11100000003,6826.0,232523.2,157534.36,0.0
2007,1,MO,1980492.0,25363.0,2843515.0200000005,0.0,0.0
2007,1,MS,165201.0,4966.0,128660.90000000001,25802.28,0.0
2007,1,MT,254385.0,3658.0,283633.2199999999,274805.63,8827.59
2007,1,NC,4389956.5,64363.0,3456131.2700000005,821547.3999999999,3686.35
2007,1,ND,86515.0,1545.0,62520.159999999996,28255.710000000003,43.66
2007,1,NE,301291.0,4951.0,381225.95,0.0,0.0
2007,1,NH,398374.0,7535.0,455321.64999999997,323508.43,4725.39
2007,1,NJ,1491323.0,22651.0,2405721.1,729143.0200000001,0.0
2007,1,NM,26337.0,533.0,11782.740000000002,1717.11,0.0
2007,1,NV,501067.0,5075.0,710353.8999999999,65263.130000000005,606.0799999999999
2007,1,NY,4617992.598999999,48246.0,7986952.21,2400752.65,8324.22
2007,1,OH,4201950.0,63036.0,2847162.8,1576846.5699999998,0.0
2007,1,OK,805139.0,13139.0,1005723.66,14474.01,0.0
2007,1,OR,549871.0,6975.0,438976.13,178750.48,2476.0
2007,1,PA,1516817.0,22195.0,653799.3300000001,308319.66,48709.06
2007,1,RI,282601.0,4267.0,483709.92,0.0,0.0
2007,1,SC,982668.0,16693.0,866354.1299999999,772401.84,5350.5
2007,1,TN,1832105.0,30713.0,1624122.29,1444510.4600000002,4346.83
2007,1,TX,459727.0,4502.0,1334991.2499999998,912751.66,518.74
2007,1,UT,723302.0,12677.0,1067279.5799999998,0.0,0.0
2007,1,VA,563529.06,8395.0,629762.3500000001,151979.33000000002,1121.8799999999999
2007,1,VT,29483.0,485.0,45432.65,1112.56,0.0
2007,1,WA,2256102.0,31024.0,1127552.55,626723.82,0.42
2007,1,WI,1507050.0,19258.0,1099871.69,32375.41,3275.79
2007,1,WV,982772.25,12394.0,813433.23,555387.3099999999,4196.39
2007,1,WY,93208.0,1633.0,45028.590000000004,2984.77,0.0
2007,1,XX,52086681.252,745016.0,55895271.75,24913504.84,194625.13999999998
2007,2,AK,241760.0,4343.0,323391.49999999994,260170.10000000003,313.14
2007,2,AL,331711.0,7866.0,529724.52,0.0,0.0
2007,2,AR,452162.23099999997,7136.0,327308.47000000003,7592.4400000000005,0.0
2007,2,CA,3291552.0,36759.0,8386937.0,8018930.58,0.0
2007,2,CO,1124730.0,19203.0,1020846.0499999999,991820.6399999999,1967.46
2007,2,CT,693405.0,11618.0,1244376.9400000002,1011730.72,1749.02
2007,2,DC,197299.0,3617.0,251111.58000000002,0.0,0.0
2007,2,DE,1110112.0,16487.0,759413.17,0.0,0.0
2007,2,FL,2782649.0,38783.0,1779365.6600000001,1706083.82,9791.45
2007,2,GA,1002459.0,16404.0,935617.3000000002,451219.86,5632.0
2007,2,HI,244543.0,2494.0,308445.91,159958.69,0.0
2007,2,IA,461863.0,7072.0,452260.00999999995,323152.23,12567.730000000001
2007,2,ID,177247.0,2715.0,198345.47999999998,197049.30000000002,1012.76
2007,2,IL,601780.0,8156.0,508751.83999999997,1220.47,29.38
2007,2,IN,846392.0,10459.0,1330523.68,1121876.2999999998,30354.820000000003
2007,2,KS,413418.0,5336.0,517650.8400000001,171763.14,27.63
2007,2,KY,748584.0,13614.0,744538.89,675377.6499999999,2976.45
2007,2,LA,811811.0,15219.0,1609877.6600000001,839479.8699999999,1455.4
2007,2,MA,2942693.0,45830.0,1866634.2000000002,12785.88,0.0
2007,2,MD,265067.0,5084.0,152931.96000000002,131798.91,0.0
2007,2,ME,1519484.0,18979.0,496590.96,338683.48,7787.5199999999995
2007,2,MI,287193.0,3316.0,355979.27,311889.72,32780.39
2007,2,MN,578347.0,8750.0,345198.55,159520.72,0.0
2007,2,MO,2116030.0,26993.0,3048189.4699999997,0.0,0.0
2007,2,MS,162962.0,4845.0,127342.94,10379.18,0.0
2007,2,MT,293904.0,4279.0,345796.58999999997,335287.0,10509.59
2007,2,NC,3854542.3200000003,56731.0,3047659.6,488131.08999999997,1177.18
2007,2,ND,84101.0,1576.0,63142.04000000001,33655.67,567.18
2007,2,NE,297087.0,5110.0,384528.54999999993,0.0,0.0
2007,2,NH,510856.0,9482.0,615448.17,560870.17,4292.71
2007,2,NJ,1552583.0,23488.0,2508537.0,515722.75999999995,0.0
2007,2,NM,24320.0,485.0,7374.53,1518.9099999999999,0.0
2007,2,NV,541946.0,5436.0,773584.2699999999,48404.3,789.32
2007,2,NY,4728859.298,51595.0,7492760.17,1929005.62,6776.4
2007,2,OH,2262072.0,35967.0,2000282.5299999998,968554.4999999999,0.0
2007,2,OK,854210.0,13639.0,1419884.44,207840.53,0.0
2007,2,OR,580575.0,7360.0,500833.2,207602.46,4530.0
2007,2,PA,1543963.0,22506.0,646142.53,359320.82,13429.36
2007,2,RI,299717.0,4564.0,528172.6,0.0,0.0
2007,2,SC,1009816.8,16971.0,921672.39,895066.53,6036.8099999999995
2007,2,TN,2451027.0,38523.0,2701573.24,1570195.2000000002,5651.25
2007,2,TX,480547.0,4644.0,1566058.6700000002,878429.1000000001,2203.08
2007,2,UT,731849.0,12840.0,1190633.0099999998,0.0,0.0
2007,2,VA,595587.0,9068.0,651091.01,314308.79000000004,14906.109999999999
2007,2,VT,36732.0,574.0,65174.92,3419.6600000000003,103.06
2007,2,WA,2403288.0,33097.0,1467821.77,716083.4099999999,94.74
2007,2,WI,1577151.0,20064.0,1804265.7999999998,180893.65000000002,9515.05
2007,2,WV,1099867.85,13965.0,913867.1699999999,702358.48,5221.9400000000005
2007,2,WY,91412.0,1586.0,54321.16,0.0,0.0
2007,2,XX,51751619.074999996,739042.0,59825964.489999995,27915087.950000003,196996.55000000002
2007,3,AK,236439.0,4274.0,327782.24,107691.19999999998,547.67
2007,3,AL,326748.0,7953.0,529705.06,0.0,0.0
2007,3,AR,486703.361,7620.0,308861.23000000004,11059.569999999998,0.0
2007,3,CA,3380698.0,38048.0,10046960.99,9909288.33,0.0
2007,3,CO,1160659.0,19207.0,1073860.91,1033518.02,3100.2
2007,3,CT,723086.0,11212.0,964039.9700000001,122159.93,786.0600000000001
2007,3,DC,173474.0,3230.0,196148.05,0.0,0.0
2007,3,DE,1231019.0,18040.0,1035546.2899999999,0.0,0.0
2007,3,FL,3064956.0,43310.0,1954881.4500000002,1633393.56,15462.909999999998
2007,3,GA,979709.0,16153.0,665496.49,398185.26,6192.4
2007,3,HI,268079.0,2744.0,365240.58,247187.62,0.0
2007,3,IA,477874.5,7228.0,485922.10000000003,297990.52,12505.19
2007,3,ID,180649.0,2705.0,199295.86,198453.27,746.39
2007,3,IL,764697.0,10399.0,673016.63,63339.97,207.05
2007,3,IN,882053.0,10938.0,1321424.5899999999,1233073.91,27530.98
2007,3,KS,419079.4,5538.0,546660.25,199597.97999999998,0.0
2007,3,KY,1057011.0,19211.0,1143404.56,1006066.8600000001,7287.36
2007,3,LA,773921.0,14742.0,1541948.7800000005,1116462.74,520.28
2007,3,MA,2867799.0,45322.0,1888505.12,651297.99,0.0
2007,3,MD,294458.5,6328.0,177904.08,91005.92,0.0
2007,3,ME,1515380.0,18563.0,631667.71,507946.31000000006,11592.979999999998
2007,3,MI,293350.0,3297.0,365471.09,323038.26000000007,37104.590000000004
2007,3,MN,523478.0,7873.0,342850.98,195113.44,9259.74
2007,3,MO,2165382.5,27759.0,3162160.9599999995,0.0,0.0
2007,3,MS,184268.0,5526.0,146286.63,30906.480000000003,0.0
2007,3,MT,271810.0,3806.0,344835.2100000001,335828.66000000003,9006.549999999997
2007,3,NC,4655132.07,69460.0,3634024.81,283916.19,714.03
2007,3,ND,88875.0,1598.0,67395.98000000001,0.0,0.0
2007,3,NE,290824.0,5056.0,330081.48,0.0,0.0
2007,3,NH,414932.0,7821.0,516868.0,474416.38,4091.9999999999995
2007,3,NJ,1506608.0,23315.0,2411924.07,158129.75,0.0
2007,3,NM,30640.0,616.0,14748.97,2432.41,0.0
2007,3,NV,548290.0,5697.0,844073.2,338372.26,1232.63
2007,3,NY,4859874.299000001,54161.0,8070213.94,2574300.21,11418.810000000001
2007,3,OH,1740327.5,29527.0,1789311.4699999995,1382127.7699999996,0.0
2007,3,OK,884950.0,14264.0,1535465.6099999999,824538.64,0.0
2007,3,OR,600346.0,7515.0,591705.47,386363.23000000004,16158.0
2007,3,PA,1470937.0,21517.0,619602.13,385392.49,18419.16
2007,3,RI,259890.0,3937.0,443830.42,0.0,0.0
2007,3,SC,1044804.0,17721.0,970716.86,886120.23,4958.93
2007,3,SD,121704.0,24090000.0,189000001.46,0.0,0.0
2007,3,TN,2542109.0,40466.0,2960468.9299999997,1370866.3,7946.82
2007,3,TX,494893.0,4775.0,1674655.3,1198209.41,3487.18
2007,3,UT,718182.0,12509.0,1199848.51,0.0,0.0
2007,3,VA,597326.0,9225.0,637633.57,325034.22,1752.33
2007,3,VT,31425.0,455.0,36778.03999999999,2331.71,4.21
2007,3,WA,2473673.5700000003,34182.0,1733652.6400000001,1104001.7,35.550000000000004
2007,3,WI,1584328.5,20215.0,1804849.2400000002,0.0,0.0
2007,3,WV,1233449.87,15875.0,1041580.2999999999,835122.88,5816.219999999999
2007,3,WY,92550.0,1668.0,55007.54000000001,8964.11,0.0
2007,3,XX,53390556.73,24856641.0,252895406.85,32287590.630000003,221605.39
2007,4,AK,222978.0,4170.0,325033.32999999996,324443.19999999995,590.13
2007,4,AL,29465.0,1003.0,11148.4,11148.4,0.0
2007,4,AR,495828.38,7623.0,331343.7899999999,318120.8599999999,13222.93
2007,4,CA,3852108.0,43459.0,12032794.61,11916584.45,116210.16
2007,4,CO,1257564.5,20123.0,1144304.02,1141863.5000000002,2440.52
2007,4,CT,747555.0,11301.0,1002208.3899999999,998820.0599999999,3388.33
2007,4,DC,162445.0,3039.0,146413.22,143409.21,3004.01
2007,4,DE,1419959.0,20348.0,1233953.73,1195669.1199999999,38284.61
2007,4,FL,3220547.0,44007.0,2101112.75,2077445.6099999996,23667.14
2007,4,GA,877743.0,14224.0,520651.45000000007,514710.45000000007,5941.0
2007,4,HI,270858.5,2712.0,396746.15,396689.47,56.68
2007,4,IA,531500.0,8114.0,522910.4,505422.04,17488.36
2007,4,ID,205332.0,2944.0,232634.81,230709.12,1925.69
2007,4,IL,377056.0,5081.0,320753.33,318906.29000000004,1847.0400000000002
2007,4,IN,947807.0,11352.0,1415510.22,1378596.42,36913.8
2007,4,KS,453966.0,5716.0,653348.29,634374.62,18973.670000000002
2007,4,KY,873128.0,15439.0,971436.98,966381.19,5055.79
2007,4,LA,858067.0,16107.0,1757830.8599999999,1746672.68,11158.179999999998
2007,4,MA,3142277.0,49360.0,2097433.01,2031433.2300000002,65999.78
2007,4,MD,301963.0,5776.0,188009.16,184885.6,3123.5600000000004
2007,4,ME,1552718.0,18996.0,681463.0900000001,658898.91,22564.18
2007,4,MI,277195.0,3236.0,345535.39,321804.99,23730.4
2007,4,MN,614953.0,9227.0,433967.27,419853.58,14113.689999999999
2007,4,MS,204758.0,6013.0,174919.57,168917.34,6002.23
2007,4,MT,314041.11100000003,4438.0,403467.21,393236.8,10230.410000000002
2007,4,NC,4196569.77,61759.0,3395006.88,3296895.1200000006,98111.76
2007,4,ND,92538.0,1676.0,76173.31999999999,74339.56,1833.7600000000002
2007,4,NE,314161.0,5262.0,361523.19,360345.70999999996,1177.48
2007,4,NH,508937.0,9430.0,613160.41,605961.84,7198.57
2007,4,NJ,1549305.0,23785.0,2496803.1899999995,2455168.62,41634.57000000001
2007,4,NM,30114.0,546.0,10582.8,10570.039999999999,12.759999999999998
2007,4,NV,567540.0,5908.0,900195.0399999998,897373.0299999999,2822.01
2007,4,NY,5540052.5,62261.0,9082108.53,9068273.26,13835.269999999999
2007,4,OH,1705769.5,29478.0,1713835.2699999998,1711708.52,2126.75
2007,4,OK,874771.0,14249.0,1556290.3100000003,1551028.35,5261.959999999999
2007,4,OR,610610.0,7533.0,616789.65,597655.65,19134.0
