Year,Quarter,State,Units Reimbursed,Number of Prescriptions,Total Amount Reimbursed,Medicaid Amount Reimbursed,Non Medicaid Amount Reimbursed
2012,3,GA,3196935.0,49778.0,1610769.2799999998,1595457.98,15311.3
2012,3,HI,1192971.0,13815.0,935846.8600000001,935796.1200000001,50.739999999999995
2012,3,IA,646581.0,8648.0,359745.71,359622.55,123.16
2012,3,ID,476942.4,5980.0,377312.36,375116.21,2196.15
2012,3,IL,1669788.0,21469.0,1394040.7999999998,1117831.1099999999,276209.69000000006
2012,3,IN,3560771.0,39569.0,2432408.0699999994,2288147.2699999996,144260.80000000002
2012,3,KS,911633.0,12752.0,1297345.8,1258184.37,39161.43000000001
2012,3,KY,2459411.2,34783.0,1551246.3900000001,1525376.13,25870.260000000002
2012,3,LA,1374846.0,24518.0,1556325.2999999998,1531911.72,24413.58
2012,3,MA,5489091.2,79054.0,2842929.87,2725917.95,117011.92
2012,3,MD,5170392.751,85314.0,1742922.19,1738217.25,4704.94
2012,3,ME,1557084.0,18122.0,567602.51,567593.92,8.59
2012,3,MI,1785060.4,19800.0,1043743.0499999999,1000367.4200000002,43375.63
2012,3,MN,3790666.5,58358.0,2456950.75,2423888.0599999996,33062.69
2012,3,MO,3812536.0,47965.0,5040701.28,4964094.799999999,76606.48
2012,3,MS,390240.0,9190.0,423103.51,409461.04,13642.470000000001
2012,3,MT,379646.0,4655.0,312559.2,308056.11000000004,4503.09
2012,3,NC,7403350.71,104640.0,4722167.499999999,4540622.739999999,181544.75999999998
2012,3,ND,148286.0,2388.0,97788.43,97435.96000000002,352.46999999999997
2012,3,NE,436754.5,7751.0,698058.8400000001,689267.74,8791.099999999999
2012,3,NH,621589.8300000001,11246.0,412186.81,408169.17,4017.6400000000003
2012,3,NJ,5023562.1,83397.0,4601474.9399999995,4468572.01,132902.93
2012,3,NM,1881021.0,23138.0,1251795.79,1251255.69,540.1
2012,3,NV,1900165.7000000002,21220.0,1160268.49,1043799.1900000001,116469.30000000002
2012,3,NY,13791894.5,175743.0,9569680.629999999,9543950.309999999,25730.32
2012,3,OH,11453797.49,173556.0,6721458.5,6715180.99,6277.51
2012,3,OK,1484072.821,20722.0,1661814.97,1640935.29,20879.68
2012,3,OR,3520958.5,45444.0,1773271.53,1767620.41,5651.12
2012,3,PA,10548243.6,144072.0,4986945.41,4788698.53,198246.88
2012,3,RI,630261.0,8963.0,413698.64,411056.00000000006,2642.6400000000003
2012,3,SC,2002549.0,28683.0,1168715.1,1166445.75,2269.35
2012,3,SD,121162.0,2047.0,181103.19,180429.2,673.9900000000001
2012,3,TN,3825653.0,60210.0,2501692.92,2482106.97,19585.95
2012,3,TX,619729.0,6105.0,1635300.22,1618255.68,17044.54
2012,3,UT,1038005.5,17039.0,789127.1799999999,785298.04,3829.14
2012,3,VA,3380513.596,57819.0,4730388.970000001,4704937.890000001,25451.08
2012,3,VT,650333.0,9972.0,535967.0199999999,533753.11,2213.91
2012,3,WA,3372932.278,48757.0,1714318.58,1699227.73,15090.849999999999
2012,3,WI,5668990.0,66977.0,3525333.8499999996,3353909.85,171424.0
2012,3,WV,1604148.0,20558.0,782703.48,773403.06,9300.42
2012,3,WY,189196.0,2737.0,152977.22,152977.22,0.0
2012,3,XX,151749391.597,2121448.0,108939893.53,106812155.06,2127738.47
2012,4,AK,246055.0,4433.0,423741.45,423594.38000000006,147.07
2012,4,AL,623568.0,13114.0,668084.86,650289.44,17795.42
2012,4,AR,633560.5,9750.0,338828.6,322705.73000000004,16122.869999999999
2012,4,AZ,10272679.0,133833.0,5065052.09,4999591.4,65460.689999999995
2012,4,CA,5976550.0,71712.0,8328551.279999999,8224624.6,103926.68000000001
2012,4,CO,3799791.0,52577.0,3027952.8600000003,3005546.500000001,22406.36
2012,4,CT,3203376.0,61067.0,3823140.57,3764666.37,58474.20000000001
2012,4,DC,545626.0,11308.0,324809.37,323186.37,1623.0
2012,4,DE,1287098.0,21953.0,1019731.3,974364.52,45366.78
2012,4,FL,7735703.0,104726.0,3932771.82,3928670.5599999996,4101.26
2012,4,GA,3121134.0,48601.0,1471082.35,1451966.31,19116.04
2012,4,HI,968734.0,11203.0,683723.01,683723.01,0.0
2012,4,IA,675661.0,9076.0,362624.93000000005,362503.35,121.58
2012,4,ID,556225.0,6699.0,425333.01,422448.31,2884.7000000000003
2012,4,IL,971554.5,12417.0,757580.7600000001,587963.38,169617.38
2012,4,IN,3619509.0,40445.0,2454364.0300000003,2385685.83,68678.2
2012,4,KS,931152.0,12490.0,1294222.48,1257864.74,36357.74
2012,4,KY,2119180.2,29802.0,1278101.55,1260286.41,17815.14
2012,4,LA,1110539.0,19511.0,1049615.48,1039777.55,9837.93
2012,4,MA,6442064.5,91656.0,3242809.29,3141189.13,101620.16
2012,4,MD,5359097.0,85620.0,1962385.64,1945174.98,17210.66
2012,4,ME,1535380.0,17931.0,562264.74,562264.74,0.0
2012,4,MI,1989388.0,21618.0,1175705.3199999998,1135424.4,40280.92
2012,4,MN,3781562.5,57865.0,2483668.0699999994,2449926.4,33741.67
2012,4,MO,4142210.6399999997,51908.0,5392374.73,5329722.680000001,62652.05
2012,4,MS,422070.0,9641.0,455029.29000000004,433120.73,21908.559999999998
2012,4,MT,413072.0,5145.0,334726.33,327058.04000000004,7668.29
2012,4,NC,7134449.01,99149.0,4624630.22,4409015.1899999995,215615.03
2012,4,ND,152018.0,2338.0,96967.56,96577.35999999999,390.20000000000005
2012,4,NE,469770.5,7900.0,713158.06,705014.4,8143.66
2012,4,NH,539809.46,9761.0,342317.74000000005,339371.73000000004,2946.0099999999998
2012,4,NJ,4539643.0,73858.0,4026635.8000000007,3981809.0900000003,44826.71
2012,4,NM,1656170.0,20678.0,1070684.2599999998,1060501.3599999999,10182.899999999998
2012,4,NV,1861145.5,20825.0,1063214.0699999998,954904.6699999999,108309.4
2012,4,NY,13465461.495000001,169404.0,9432695.94,9416922.64,15773.3
2012,4,OH,12040720.5,179621.0,6951029.23,6947527.260000001,3501.9700000000003
2012,4,OK,1559339.0,21371.0,1658870.6199999999,1631454.7099999997,27415.91
2012,4,OR,1195639.0,16325.0,560413.35,553987.39,6425.96
2012,4,PA,9912298.0,134236.0,4615604.050000001,4448935.04,166669.00999999998
2012,4,RI,543217.0,7176.0,362281.1,361998.46,282.64000000000004
2012,4,SC,2066108.0,28918.0,1174258.69,1173682.7400000002,575.95
2012,4,SD,142391.0,2317.0,176900.28000000003,176367.6,532.68
2012,4,TN,3897250.0,60057.0,2532054.8,2513341.57,18713.23
2012,4,TX,652193.0,6353.0,1579501.3699999999,1568403.4400000002,11097.93
2012,4,UT,945062.0,15139.0,683626.62,682501.9099999999,1124.71
2012,4,VA,3470797.079,58122.0,4461003.61,4440172.85,20830.760000000002
2012,4,VT,646872.0,9715.0,550177.1799999999,540999.48,9177.7
2012,4,WA,2274172.6,32474.0,1164528.1400000001,1145527.3599999999,19000.78
2012,4,WI,5638827.0,64904.0,3571231.9800000004,3414644.2399999998,156587.74
2012,4,WV,1570907.0,19872.0,755893.26,746152.39,9740.869999999999
2012,4,WY,205824.0,2874.0,166556.31000000003,166556.31000000003,0.0
2012,4,XX,149628787.024,2086989.0,105341421.24000001,103510172.4,1831248.8399999999
2013,1,AK,251073.5,4435.0,414574.0,413372.75999999995,1201.2399999999998
2013,1,AL,665948.0,13626.0,747364.04,727361.3,20002.74
2013,1,AR,597229.0,9269.0,324558.65,307841.45000000007,16717.2
2013,1,AZ,19766293.0,94497.0,3855741.74,3813116.69,42625.049999999996
2013,1,CA,5830076.0,69640.0,7846427.779999999,7778382.18,68045.59999999999
2013,1,CO,3653629.0,51105.0,2652617.3,2635811.4699999997,16805.829999999998
2013,1,CT,3213886.4,60394.0,3831635.92,3762982.79,68653.13
2013,1,DC,505601.0,10210.0,308971.34,307641.34,1330.0
2013,1,DE,1009015.0,18259.0,850963.86,814055.7599999999,36908.1
2013,1,FL,5075815.0,71296.0,2420510.95,2417288.9699999997,3221.98
2013,1,GA,3181376.0,48275.0,1433369.1500000004,1411769.49,21599.659999999996
2013,1,HI,950718.0,10821.0,606507.6199999999,606478.0399999999,29.58
2013,1,IA,566500.0,7545.0,309341.38,309302.76,38.620000000000005
2013,1,ID,491314.0,5733.0,368799.52,365860.08,2939.4400000000005
2013,1,IL,833175.0,10654.0,601547.56,505037.5,96510.06
2013,1,IN,3526669.0,39027.0,2454863.4300000006,2320028.91,134834.52000000002
2013,1,KS,107426.0,1666.0,151285.72,145507.08999999997,5778.63
2013,1,KY,2041034.0,28712.0,1119733.02,1106234.41,13498.609999999999
2013,1,LA,1125807.0,19912.0,919023.06,907889.23,11133.829999999998
2013,1,MA,6491951.5,96257.0,3271444.18,3194872.1199999996,76572.06
2013,1,MD,5313426.3,84523.0,1928048.77,1891795.73,36253.04
2013,1,ME,1213508.0,15042.0,500936.6,500936.6,0.0
2013,1,MI,2026247.0,22016.0,1186929.6,1156425.1300000001,30504.470000000005
2013,1,MN,3895543.0,59604.0,2553279.26,2521202.5599999996,32076.700000000004
2013,1,MO,3479255.2,42716.0,4535239.28,4482981.089999999,52258.189999999995
2013,1,MS,407514.0,8483.0,407176.58,389870.58999999997,17305.989999999998
2013,1,MT,361491.0,4322.0,298729.68,292005.67,6724.01
2013,1,NC,8266488.5,112323.0,5414570.929999999,5178147.29,236423.63999999998
2013,1,ND,144827.0,2179.0,98554.76000000001,98461.69,93.07
2013,1,NE,404135.006,6770.0,614609.5899999999,605793.7799999999,8815.81
2013,1,NH,620275.61,10645.0,405791.26999999996,402139.97000000003,3651.3
2013,1,NJ,5024924.5,81517.0,4480387.99,4372196.709999999,108191.28
2013,1,NM,2404314.0,29559.0,1756160.02,1755618.1900000002,541.8299999999999
2013,1,NV,1796261.9,20225.0,1114211.6199999999,901589.2400000001,212622.38
2013,1,NY,15541077.553,199274.0,10315234.260000002,10298190.22,17044.04
2013,1,OH,10431946.5,154392.0,5742241.300000001,5734707.41,7533.89
2013,1,OK,1556357.0,20725.0,1639957.2600000002,1612060.5999999999,27896.660000000003
2013,1,OR,3947787.0,51656.0,1837846.0299999998,1830633.15,7212.879999999999
2013,1,PA,9894676.8,131516.0,4640382.08,4476866.600000001,163515.47999999998
2013,1,RI,489377.0,6944.0,292761.9,291918.05000000005,843.85
2013,1,SC,1984266.0,27483.0,1091809.08,1089893.97,1915.1100000000001
2013,1,SD,155050.0,2529.0,208165.49,206292.27,1873.22
2013,1,TN,3832465.0,58848.0,2470732.0500000003,2462034.8200000003,8697.23
2013,1,TX,605782.0,5865.0,1481855.33,1470695.6500000001,11159.68
2013,1,UT,1121442.5,18852.0,803773.65,800445.4,3328.25
2013,1,VA,3236666.938,52405.0,3971187.92,3957710.69,13477.23
2013,1,VT,637179.0,9784.0,554706.65,550375.4500000001,4331.2
2013,1,WA,3325387.7,44318.0,1719170.96,1702803.2000000002,16367.76
2013,1,WI,5571875.998,64751.0,3534810.2600000002,3388153.0,146657.25999999998
2013,1,WV,1655437.0,20350.0,766258.78,755550.9499999998,10707.83
2013,1,WY,186551.0,2647.0,163319.38,163319.38,0.0
2013,1,XX,160032255.006,2051583.0,101688480.07999998,99834864.55,1853615.5300000003
2013,2,AK,226559.0,4166.0,194988.44999999998,194468.13999999998,520.31
2013,2,AL,636665.45,12853.0,688014.7200000001,668076.8200000001,19937.899999999998
2013,2,AR,613653.0,9541.0,321257.32999999996,304309.33999999997,16947.99
2013,2,AZ,10190024.0,127957.0,4801864.89,4757335.4,44529.490000000005
2013,2,CA,5460492.0,64742.0,7520780.740000001,7458389.08,62391.66000000001
2013,2,CO,3581199.0,52202.0,2493036.69,2476569.47,16467.22
2013,2,CT,3239807.0,62464.0,3891649.2,3826073.47,65575.72999999998
2013,2,DC,537800.0,10766.0,328980.66000000003,326584.66000000003,2396.0
2013,2,DE,890062.0,18388.0,868720.8099999999,829118.8099999999,39602.0
2013,2,FL,6738320.0,92396.0,3151875.51,3148162.4299999997,3713.08
2013,2,GA,3147537.2,48154.0,1396055.93,1375600.7899999998,20455.14
2013,2,HI,921458.0,10182.0,547414.75,547337.5700000001,77.17999999999999
2013,2,IA,592691.5,7885.0,308430.35,308399.37,30.980000000000004
2013,2,ID,522864.5,6184.0,387902.30999999994,384273.44,3628.870000000001
2013,2,IL,986127.0,12372.0,614620.3999999999,558017.1499999999,56603.25000000001
2013,2,IN,3398312.5,38024.0,2362863.5399999996,2232491.86,130371.68
2013,2,KS,0.0,0.0,0.0,0.0,0.0
2013,2,KY,2058934.4,29277.0,1109043.5500000003,1079083.44,29960.11
2013,2,LA,1131536.0,19458.0,871442.0700000001,863811.16,7630.91
2013,2,MA,6739170.3,103232.0,3424652.96,3334061.4799999995,90591.48000000001
2013,2,MD,5229802.5,83779.0,1807575.0500000003,1770850.04,36725.009999999995
2013,2,ME,1129905.0,14043.0,499882.3399999999,499882.3399999999,0.0
2013,2,MI,2155267.5,23405.0,1220565.02,1183802.01,36763.01
2013,2,MN,3143873.7,49393.0,2166027.17,2136761.61,29265.56
2013,2,MO,3761241.75,46614.0,4827977.890000001,4769230.84,58747.05
2013,2,MS,417240.0,8679.0,400092.39,381837.94999999995,18254.440000000002
2013,2,MT,398592.0,4760.0,312081.86,307103.61,4978.25
2013,2,NC,7665994.21,101291.0,4754012.16,4710656.630000001,43355.53
2013,2,ND,146940.0,2312.0,103392.43000000001,103048.43000000001,344.0
2013,2,NE,421348.0,7314.0,517023.64,511729.7899999999,5293.85
2013,2,NH,529804.0,8833.0,339728.00000000006,335109.5900000001,4618.41
2013,2,NJ,4101104.0,65545.0,3910771.12,3565187.9199999995,345583.19999999995
2013,2,NM,1550095.0,20015.0,946077.6200000001,945437.2100000001,640.41
2013,2,NV,1675682.5,18722.0,1049840.08,874332.6799999999,175507.4
2013,2,NY,14131871.9,184240.0,8994591.080000002,8983775.93,10815.15
2013,2,OH,11618541.5,177210.0,6761656.329999999,6761372.43,283.90000000000003
2013,2,OK,1556957.0,20424.0,1645443.14,1628247.36,17195.78
2013,2,OR,4118446.0,55339.0,1751590.2200000002,1742970.99,8619.23
2013,2,PA,9254444.5,125842.0,4244912.34,4095113.45,149798.89
2013,2,RI,622033.0,9040.0,402827.2,396110.9,6716.3
2013,2,SC,2002792.5,28088.0,1081812.3,1080273.0,1539.3
2013,2,SD,120708.0,1917.0,167898.8,167172.43,726.3699999999999
2013,2,TN,3575273.001,54190.0,2276209.4600000004,2267450.9700000007,8758.49
2013,2,TX,631629.0,6173.0,1494263.2700000003,1489639.49,4623.780000000001
2013,2,UT,1143839.5,18307.0,797151.37,792293.3599999999,4858.009999999999
2013,2,VA,3160690.042,52744.0,4192802.4699999997,4164030.4,28772.07
2013,2,VT,633495.0,9763.0,548364.4299999999,542475.5199999999,5888.91
2013,2,WA,2857942.7,38952.0,1398491.9100000001,1378406.4100000001,20085.5
2013,2,WI,5358023.0,63723.0,3423843.46,3277266.3100000005,146577.15
2013,2,WV,1484073.0,19314.0,733609.8200000001,678419.4099999999,55190.41
2013,2,WY,192448.0,2626.0,185052.17,185052.17,0.0
2013,2,XX,146974577.023,2060737.0,98972735.73,97103160.69,1869575.04
2013,3,AK,233605.5,4102.0,416698.36000000004,416549.39999999997,148.96
2013,3,AL,612116.0,12301.0,629346.6999999998,607366.1900000001,21980.51
2013,3,AR,627767.0,9786.0,328232.66,311109.87000000005,17122.79
2013,3,AZ,7671983.0,94414.0,3650612.9300000006,3571084.44,79528.49
2013,3,CA,6088291.0,72332.0,8153178.040000001,8041826.41,111351.63
2013,3,CO,3428566.067,51008.0,2373357.81,2358824.67,14533.14
2013,3,CT,3219958.0,62598.0,3784866.1799999997,3718895.8199999994,65970.36000000002
2013,3,DC,550927.0,11118.0,287790.89,286191.89,1599.0
2013,3,DE,945097.0,19930.0,896053.9999999999,857360.9500000002,38693.049999999996
2013,3,FL,5832676.68,83562.0,2617493.1599999997,2614087.0700000003,3406.09
2013,3,GA,3126292.0,48179.0,1410599.1199999999,1386913.62,23685.5
2013,3,HI,709094.0,8034.0,255967.22999999998,255967.22999999998,0.0
2013,3,IA,675675.0,9184.0,371640.4799999999,371638.32,2.16
2013,3,ID,565905.5,6786.0,422502.9199999999,418287.15,4215.77
2013,3,IL,657736.0,8289.0,391217.29000000004,352673.72000000003,38543.57
2013,3,IN,3382178.0,38012.0,2384253.45,2260188.27,124065.18000000001
2013,3,KS,283922.0,5171.0,224174.28999999998,209403.47999999998,14770.81
2013,3,KY,1863488.0,27392.0,893972.31,880760.6,13211.710000000001
2013,3,LA,1272398.0,21883.0,993437.9500000002,982434.3,11003.65
2013,3,MA,6267000.1,96670.0,2953854.3899999997,2916108.4299999997,37745.96
2013,3,MD,5179655.015000001,84989.0,1767113.75,1735042.56,32071.190000000002
2013,3,ME,1124362.0,14191.0,505739.17,505739.17,0.0
2013,3,MI,2075079.4,22466.0,1161963.1099999999,1125547.1400000001,36415.97
2013,3,MN,3872497.468,60585.0,2546188.46,2504706.31,41482.149999999994
2013,3,MO,3967257.0,49541.0,5092704.8,5038698.35,54006.45
2013,3,MS,440768.0,9175.0,430592.98,413308.18,17284.8
2013,3,MT,423976.0,5095.0,340311.75999999995,334931.47000000003,5380.29
2013,3,NC,7912275.3,105368.0,4967277.26,4940799.96,26477.3
2013,3,ND,139787.0,2312.0,96919.65,96437.32,482.33
2013,3,NE,454259.0,8067.0,630838.11,615986.83,14851.28
2013,3,NH,653438.3999999999,10908.0,400144.69999999995,394165.95,5978.75
2013,3,NJ,4106682.01,66679.0,3666985.5,3618031.6099999994,48953.89
2013,3,NM,2019437.5,24667.0,1136363.51,1134838.79,1524.72
2013,3,NV,1620304.325,18020.0,967620.43,844442.6200000001,123177.80999999998
2013,3,NY,14210263.515999999,187414.0,9014457.879999999,8999034.09,15423.79
2013,3,OH,9440957.8,145220.0,5294758.95,5294667.82,91.13
2013,3,OK,1560801.667,20728.0,1606246.33,1590741.3699999999,15504.96
2013,3,OR,2866934.5,38506.0,1310976.21,1293547.4700000002,17428.74
2013,3,PA,11544097.25,155946.0,5533644.699999999,5319155.379999999,214489.32
2013,3,RI,545528.0,8571.0,311481.86,311324.74000000005,157.12
2013,3,SC,1929615.0,28094.0,1062363.85,1060671.62,1692.2300000000002
2013,3,SD,123091.0,1858.0,170542.13,167985.5,2556.6299999999997
2013,3,TN,3336477.0,49631.0,2132687.06,2127730.9699999997,4956.09
2013,3,TX,657109.0,6461.0,1467470.82,1462115.18,5355.639999999999
2013,3,UT,1160011.2,18665.0,776340.23,768863.6599999999,7476.57
2013,3,VA,3305143.557,56296.0,4544809.6,4520353.36,24456.239999999998
2013,3,VT,633597.5,9717.0,568496.17,565828.0199999999,2668.1500000000005
2013,3,WA,3357007.585,47479.0,1609019.5999999999,1590335.6099999999,18683.99
2013,3,WI,5208202.0,62208.0,3316216.6399999997,3168409.58,147807.06
2013,3,WV,1503979.0,19520.0,680981.36,670895.5700000001,10085.789999999999
2013,3,WY,191289.0,2662.0,170470.72,170470.72,0.0
2013,3,XX,144174008.73900002,2039818.0,97571832.27,96031162.32999998,1540674.06
2013,4,AK,244311.0,4255.0,390464.76,390363.44,101.32
2013,4,AL,675150.0,13454.0,728431.04,698958.95,29472.089999999997
2013,4,AR,616985.8,9512.0,378974.57,361536.99,17437.58
2013,4,AZ,9742123.0,118712.0,4721713.1,4620912.8500000015,100800.25
2013,4,CA,5162125.5,63146.0,6345178.979999999,6266369.09,78809.88999999998
2013,4,CO,3665427.0,53712.0,2925023.05,2906523.639999999,18499.410000000003
2013,4,CT,3056436.0,56604.0,3655774.0199999996,3597353.1900000004,58420.83
2013,4,DC,512637.0,9974.0,289744.2,286914.2,2830.0
2013,4,DE,845112.0,17580.0,891168.3,857847.1699999999,33321.13
2013,4,FL,5799755.084999999,83615.0,2985782.0600000005,2980648.74,5133.3200000000015
2013,4,GA,3058794.0,45865.0,1485189.4100000001,1463223.04,21966.370000000003
2013,4,HI,899227.0,10455.0,554731.0800000001,554622.4400000001,108.64
2013,4,IA,687807.0,8777.0,439266.76999999996,439266.76,0.01
2013,4,ID,541133.8,6329.0,415095.57999999996,408505.97000000003,6589.610000000001
2013,4,IL,792851.0,10183.0,618701.4400000001,566424.78,52276.66
2013,4,IN,3483527.0,38570.0,2681339.98,2540267.2,141072.78
2013,4,KS,701763.0,10196.0,980326.8600000001,945396.5900000001,34930.270000000004
2013,4,KY,256528.0,4881.0,127469.78,126013.22,1456.56
2013,4,LA,1152206.0,19934.0,947372.8299999998,936932.17,10440.66
2013,4,MA,5541406.0,85037.0,2898974.7100000004,2834244.7800000003,64729.93
2013,4,MD,5137544.0030000005,82274.0,1800382.29,1751852.27,48530.020000000004
2013,4,ME,1177476.0,14720.0,534479.78,534444.67,35.11
2013,4,MI,2057043.0,22316.0,1242700.92,1217519.67,25181.25
2013,4,MN,3736403.8,56444.0,2616834.1500000004,2576785.84,40048.31
2013,4,MO,3620141.0,44516.0,4927531.800000001,4903167.659999999,24364.14
2013,4,MS,454674.0,9244.0,511112.21,491159.33999999997,19952.87
2013,4,MT,386191.5,4570.0,322052.92,316865.02999999997,5187.89
2013,4,NC,8256984.109999999,108501.0,6229398.63,6196341.11,33057.520000000004
2013,4,ND,129273.0,2127.0,82742.03,81531.62000000001,1210.41
2013,4,NE,413735.5,6977.0,586032.08,575456.0499999999,10576.029999999999
2013,4,NH,664598.06,10403.0,443203.0,435363.68999999994,7839.31
2013,4,NJ,4334984.0,71374.0,3918020.31,3867041.96,50978.35
2013,4,NM,1118412.0,14041.0,594557.52,592735.18,1822.34
2013,4,NV,1662511.0,18312.0,978699.3200000001,856437.38,122261.94
2013,4,NY,13813596.715,177071.0,9241117.500000002,9226331.060000002,14786.439999999999
2013,4,OH,9020854.243999999,135496.0,5190457.880000001,5190457.880000001,0.0
2013,4,OK,1671765.0,21439.0,1791364.62,1776706.16,14658.46
2013,4,OR,2644322.0,34961.0,1228781.27,1221313.15,7468.120000000001
2013,4,PA,10445401.35,140433.0,4864699.5,4695296.25,169403.25000000003
2013,4,RI,587207.0,8998.0,340337.49999999994,338611.27999999997,1726.2200000000003
2013,4,SC,1884340.0,26891.0,1094430.68,1092469.79,1960.8900000000003
2013,4,SD,118938.0,1905.0,153814.94,153332.45,482.49
2013,4,TN,3783194.0,55158.0,3131408.02,3127421.12,3986.9
2013,4,TX,678501.0,6553.0,1429611.8999999997,1425330.24,4281.66
2013,4,UT,1180447.0,18713.0,877164.5299999999,870061.04,7103.49
2013,4,VA,3166995.068,49179.0,2413083.8200000003,2374099.41,38984.41
2013,4,VT,625070.0,9124.0,585457.55,582858.69,2598.86
2013,4,WA,3534410.5100000002,48187.0,1702582.4300000002,1686532.3800000001,16050.05
2013,4,WI,5026887.0,59755.0,3201181.02,3066175.5400000005,135005.48
2013,4,WV,1389882.0,18218.0,660605.27,651195.8999999999,9409.37
2013,4,WY,195331.0,2627.0,201496.95,201496.95,0.0
2013,4,XX,141026417.365,1959982.0,98146829.71000001,96622267.02000001,1524562.69
2014,1,AK,243764.0,4366.0,395679.5,392882.81,2796.6900000000005
2014,1,AL,698570.0,13446.0,857548.2600000001,824155.9700000001,33392.29
2014,1,AR,705939.6,10735.0,575430.2899999999,552661.6799999999,22768.61
2014,1,AZ,6371748.5,80227.0,3384853.79,3320224.49,64629.3
2014,1,CA,6138104.0,82142.0,7756317.42,7685755.640000001,70561.78
2014,1,CO,4216117.0,65578.0,3147482.1699999995,3124568.12,22914.049999999996
2014,1,CT,3158517.5,58155.0,4433918.31,4369102.59,64815.719999999994
2014,1,DC,516989.0,10200.0,329637.43,326929.43,2708.0
2014,1,DE,845340.0,17554.0,1098448.85,1063178.52,35270.33
2014,1,FL,6098558.0,87954.0,4302404.92,4297591.869999999,4813.05
2014,1,GA,3067935.0,45623.0,2064516.54,2044020.46,20496.08
2014,1,HI,885268.0,11123.0,659066.76,658943.5200000001,123.24000000000001
2014,1,IA,781237.0,10265.0,464483.55000000005,464482.30999999994,1.24
2014,1,ID,558207.5,6554.0,509342.79000000004,502286.7700000001,7056.02
2014,1,IL,734511.0,9379.0,529109.6299999999,480892.85,48216.78
2014,1,IN,2853333.0,32477.0,2790787.2700000005,2679712.51,111074.76
2014,1,KS,1204926.0,17452.0,1506528.0300000003,1449473.0300000003,57055.0
2014,1,KY,549013.0,7809.0,435116.4000000001,429326.92,5789.4800000000005
2014,1,LA,1121224.0,19075.0,1060160.83,1046755.72,13405.11
2014,1,MA,6147296.5,96479.0,3796158.52,3605439.09,190719.43
2014,1,MD,5341839.0,87801.0,2402235.0700000003,2324162.08,78072.98999999999
2014,1,ME,920294.5,11203.0,542998.8200000001,542998.8200000001,0.0
2014,1,MI,2073770.5,22498.0,1529769.91,1497048.06,32721.849999999995
2014,1,MN,3959501.6,60450.0,3103980.2,3071016.2299999995,32963.97
2014,1,MO,3319017.0,40390.0,5463626.35,5452636.18,10990.169999999998
2014,1,MS,448147.0,8783.0,565569.4099999999,545071.97,20497.44
2014,1,MT,392821.0,4958.0,408864.5500000001,401399.92000000004,7464.630000000001
2014,1,NC,6380992.55,82197.0,6424787.47,6393279.750000001,31507.72
2014,1,ND,127437.0,2071.0,97669.27,96047.98,1621.2900000000002
2014,1,NE,435461.5,7396.0,672751.96,665413.3300000001,7338.63
2014,1,NH,598764.0,9752.0,427485.53,427300.56999999995,184.96
2014,1,NJ,4423196.99,71440.0,4188509.9499999997,4161030.09,27479.859999999997
2014,1,NM,607061.5,8305.0,429419.35,429173.18,246.17000000000002
2014,1,NV,1832466.0,21826.0,1354039.62,1138189.23,215850.38999999998
2014,1,NY,13319835.5,175402.0,10613320.6,10595540.23,17780.37
2014,1,OH,9590133.5,144409.0,6085085.74,6084370.0200000005,715.72
2014,1,OK,1723781.0,21580.0,2295245.1399999997,2271023.05,24222.09
2014,1,OR,3475160.0,47525.0,1888816.5,1805458.85,83357.65
2014,1,PA,10384572.11,137257.0,6467112.35,6259110.569999999,208001.78
2014,1,RI,652773.0,10457.0,468230.32000000007,468067.93000000005,162.39
2014,1,SC,1930440.0,27932.0,1416349.3599999999,1416155.56,193.8
2014,1,SD,105697.0,1691.0,138067.87,137107.05,960.8199999999999
2014,1,TN,3868435.836,56086.0,4082104.1799999997,4073737.01,8367.17
2014,1,TX,613658.0,5945.0,1414092.23,1400252.88,13839.350000000002
2014,1,UT,1196725.5,19453.0,1195470.7599999998,1186424.72,9046.039999999999
2014,1,VA,3159533.55,47930.0,2447336.16,2418190.17,29145.989999999998
2014,1,VT,648132.0,9425.0,645931.3899999999,640733.22,5198.17
2014,1,WA,3520358.3,48923.0,1593635.79,1578599.1400000001,15036.65
2014,1,WI,5006613.0,60223.0,4607498.7700000005,4462812.9399999995,144685.83000000002
2014,1,WV,1663332.0,22090.0,1354846.47,1335544.2,19302.269999999997
2014,1,WY,207438.0,2810.0,242465.69,242465.69,0.0
2014,1,XX,139627433.666,1975257.0,115612504.5,113754385.18,1858119.3200000003
2014,2,AK,248792.8,4494.0,407491.18000000005,405053.08,2438.1
2014,2,AL,723603.0,13718.0,908108.1200000001,875061.06,33047.06000000001
2014,2,AR,865458.2,13098.0,743610.6699999999,715795.86,27814.809999999998
2014,2,AZ,7199614.1,94551.0,4324157.26,4266104.46,58052.8
2014,2,CA,6924892.0,93646.0,8604099.34,8528688.219999999,75411.11999999998
2014,2,CO,5166628.45,83745.0,3825627.27,3802382.1199999996,23245.15
2014,2,CT,3426572.0,63798.0,4624033.67,4560581.8100000005,63451.86
2014,2,DC,546024.5,10880.0,352442.27,350057.27,2385.0
2014,2,DE,882186.0,18580.0,1058845.5399999998,1024832.9900000001,34012.55
2014,2,FL,5658969.0,84449.0,4113906.63,4108248.5100000002,5658.12
2014,2,GA,3310597.0,50634.0,2392230.92,2364622.45,27608.47
