Year,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr
2015,27,Minnesota,25575.0,350118.0,353914.5,28155933.509999998,97514.0,196881.0,199462.4,12329670.139999999,66716.0,227076.19000000003,2918972.34
2015,28,Mississippi,7515.0,174345.0,175331.2,14803797.339999998,42936.0,73645.0,74139.2,5401218.99,22145.0,214057.78,1668941.08
2015,29,Missouri,21346.0,471885.0,473600.60000000003,53641118.56999999,113043.0,207683.0,208758.49999999997,17816485.68,62782.0,455125.03,4862081.449999999
2015,30,Montana,4362.0,61373.0,62096.399999999994,5507143.250000001,15242.0,32931.0,33455.1,2273728.31,9930.0,71697.06,508182.75000000006
2015,31,Nebraska,6863.0,78520.0,79320.6,7495317.73,22101.0,40689.0,41192.6,2704393.5999999996,13755.0,67692.08,747227.5599999998
2015,32,Nevada,8590.0,199466.0,201102.90000000002,16309959.920000002,48668.0,108035.0,109132.0,7538806.8,31445.0,242914.44,2412637.6
2015,33,New Hampshire,7626.0,126734.0,126878.1,11115745.909999998,31340.0,54963.0,55038.399999999994,3843728.67,18241.0,142953.16,1041904.2
2015,34,New Jersey,37154.0,697027.0,697568.6,78476445.81,187043.0,370781.0,371078.30000000005,30991551.519999996,125754.0,507615.65,6076592.829999999
2015,35,New Mexico,7849.0,157268.0,158970.90000000002,12686087.29,38280.0,77711.0,78909.4,5335641.99,23303.0,162937.84999999998,1010446.55
2015,36,New York,81888.0,1059440.0,1065765.8,100616374.14,327260.0,596986.0,600979.3,42375222.57000001,222770.0,788897.8899999999,8277128.61
2015,37,North Carolina,44555.0,1104325.0,1112547.1,90419172.68,258987.0,525339.0,530545.8,35562411.260000005,153617.0,1207916.2999999996,9130648.94
2015,38,North Dakota,2989.0,34500.0,34931.1,2501423.52,10543.0,19690.0,20001.0,1049696.92,7134.0,27740.33,311122.39999999997
2015,39,Ohio,49522.0,1092926.0,1103033.2999999998,78689529.38,267675.0,587680.0,594934.6,34824437.559999995,171631.0,902748.4,8691168.32
2015,40,Oklahoma,10461.0,253830.0,255797.09999999998,32034434.96,57782.0,118765.0,119955.9,12431628.250000002,32884.0,276120.95000000007,2900401.06
2015,41,Oregon,20750.0,374587.0,378969.30000000005,26627411.379999995,92713.0,226813.0,230003.9,13628874.17,64726.0,280381.31,3351240.9800000004
2015,42,Pennsylvania,66919.0,1276876.0,1288431.8,115925419.73999998,331906.0,655084.0,662551.3999999999,45905460.190000005,210143.0,1053935.8000000003,10312909.290000001
